Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Key Ratios -> Efficiency Ratios,Key Ratios -> Efficiency Ratios YOY,Key Ratios -> Financial Health,Key Ratios -> Financial Health YOY,Liquidity/Financial Health,Liquidity/Financial Health YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
TLP,3.99,1.57707509881,1.07,0.664596273292,1.03,0.639751552795,0.23,0.23,1.0,1.0,23.86,0.965991902834,41.99,0.952154195011,19.3,4.12393162393,-29.0,4.14285714286,0.1,0.2,,,0.46,0.450980392157,,,18.35,0.955729166667,0.65,1.015625,2.66,1.00757575758,27.34,1.26398520573,2.12,1.35031847134,1.71,1.71,1.00588235294,1.00588235294,0.39,1.02631578947,769.0,1.10329985653,3.64,1.08011869436,58.0,1.07407407407,1.39,0.83734939759,38.07,1.05985523385,58.01,58.0,1.03756708408,1.03774597496,1.37,0.985611510791,6.64,0.960926193922,,,,,,,,,,,1.99615309624,0.732666333015,21.2758465909,42.0,1.3125,-5.36,1.24361948956,22.4,1.32858837485,59.15,1.01947604274,,,87.0,1.4262295082,50.0,1.28205128205,32.69,32.7,1.26254826255,1.26021588281,12.26,0.37,0.804347826087,37.93,0.997632824829,1.0,0.704225352113,2.67,1.59880239521,0.733692399761,50.62,1.45627157652,149.4,1.00741739717,0.35,0.421686746988,,,19.89,1.04629142557,5.17,1.34285714286,8.81,1.39398734177,6.52,1.33880903491,100.0,153.0,1.02,1.0,13.06,0.986404833837,16.0,1.0,,,,,100.0,1.0,1.54,0.599221789883,8.06,1.31484502447,100.0,100.0,1.0,1.0,,,-12.0,-inf,,
TMH,1.63,0.791262135922,19.58,0.725185185185,14.65,0.663196016297,1.19,1.19,0.704142011834,0.704142011834,7.74,1.38461538462,81.84,1.01324749288,1.13,1.29885057471,-41.0,1.64,0.75,0.735294117647,,,1.23,1.51851851852,,,62.46,1.08062283737,3.64,2.65693430657,,,4.16,0.718480138169,1.12,0.82962962963,6.32,6.32,1.34468085106,1.34468085106,47.96,0.982786885246,-39.61,-1.28353856124,2.53,1.41340782123,105.0,0.603448275862,1.27,0.713483146067,2.92,0.473257698541,18.16,18.2,0.947916666667,0.944357774311,68.05,1.26041859604,,,,,,,,,,,,,0.904284648965,0.818605378961,47.4381816364,83.0,0.84693877551,-2.43,3.19736842105,2.3,0.662824207493,2.16,0.685714285714,-26.6,-0.92812281926,146.0,0.733668341709,237.0,1.28108108108,6.59,6.6,1.01538461538,1.00610687023,3.01,1.82,0.774468085106,7.63,0.610888710969,8.63,0.728885135135,,,1.11070110701,6.63,1.21206581353,,,1.13,1.52702702703,,,5.84,0.925515055468,2.74,0.467576791809,15.56,0.547501759324,3.87,0.394897959184,100.0,3.597,1.27553191489,1.0,8.57,0.859578736209,74.0,1.02777777778,1.7,0.147441457069,44.65,1.11792689034,100.0,1.0,22.15,0.729338162661,17.99,0.478203083466,84.18,100.0,1.0,1.06963151207,15.82,0.742723004695,169.0,-1.18181818182,,
TMK,8.68,0.976377952756,1.74,0.646840148699,,,0.19,0.19,0.904761904762,0.904761904762,35.0,0.988421349901,,,0.98,1.84905660377,-37.0,1.94736842105,0.59,1.43902439024,,,,,,,,,0.18,0.857142857143,0.54,1.05882352941,20.34,0.938191881919,4.16,1.01711491443,4.9,4.9,1.13953488372,1.13953488372,,,,,7.14,0.98755186722,1.083,0.00128165680473,2.05,1.3141025641,28.76,1.23169164882,,,,,2.22,1.01834862385,,,,,,,,,,,,,1.27083586108,1.09212053082,57.7006069545,527.0,0.970534069982,,,14.0,1.02189781022,,,,,1.12,0.00129479768786,766.0,0.975796178344,20.34,20.3,0.935483870968,0.938191881919,67.4,,,,,,,,,1.0176657104,,,12.6,1.0243902439,,,,,,,2.63,0.929328621908,12.04,0.939890710383,,,100.0,3.766,1.04033149171,1.0,12.25,1.01323407775,127.0,0.954887218045,2.47,2.09322033898,32.62,1.07799074686,100.0,1.0,,,,,79.57,100.0,1.0,1.03660760813,20.43,0.87908777969,,,,
TMO,2.01,1.046875,6.22,1.07798960139,4.26,0.993006993007,0.41,0.41,0.911111111111,0.911111111111,52.17,1.01854744241,54.28,0.975557153127,2.49,0.98418972332,-422.0,0.985981308411,1.11,0.351265822785,97.75,1.1709391471,1.38,1.13114754098,76.32,1.1718102257,53.98,1.13118189438,0.54,0.9,0.6,1.0,11.41,0.923139158576,4.92,1.04458598726,1.92,1.92,0.918660287081,0.918660287081,6.96,0.864596273292,9.22,0.343645173313,5.2,1.00970873786,2.394,1.09215328467,1.21,1.04310344828,14.11,1.08705701079,45.72,45.7,1.02927927928,1.03065825068,77.25,1.00455136541,5.67,1.05981308411,4.87,4.78,0.853571428571,1.12211981567,,,,,,,1.03677971255,1.09128418414,137.282691773,1.975,1.04276663147,-2.36,0.959349593496,11.64,1.03743315508,5.99,1.05830388693,7.53,0.248678996037,2.817,1.07560137457,2.336,0.933280063923,13.77,13.8,0.932432432432,0.929149797571,0.68,1.84,0.924623115578,2.72,1.24770642202,9.58,0.89199255121,0.78,1.06849315068,-0.19209039548,32.56,1.10861423221,12.2,0.841379310345,0.72,1.0,4.08,0.997555012225,6.76,0.883660130719,4.72,0.930966469428,9.43,0.930898321816,6.82,0.931693989071,100.0,16.965,1.00449997039,1.0,27.19,0.937909624008,401.0,0.997512437811,2.57,0.498062015504,,,100.0,1.0,14.04,0.92005242464,10.14,0.8125,47.78,100.0,1.0,0.917963496638,52.22,1.08905109489,1.594,1.33949579832,,
TMP,,,1.44,0.878048780488,,,0.04,0.04,0.8,0.8,34.66,1.0503030303,,,2.64,0.685714285714,-6.0,0.666666666667,1.02,0.962264150943,,,,,,,,,1.11,1.37037037037,1.7,1.04938271605,36.42,1.10130027215,3.87,1.11206896552,11.05,11.05,1.02314814815,1.02314814815,4.0,0.987654320988,,,4.99,1.34864864865,76.0,1.11764705882,1.3,0.992366412214,31.67,1.08719533127,,,,,1.83,0.901477832512,,,,,,,,,,,,,1.58173065514,1.18487242372,57.7322295909,58.0,1.11538461538,-1.23,1.25510204082,23.96,1.09057806099,1.06,0.938053097345,657.0,-0.866754617414,82.0,1.06493506494,88.0,1.12820512821,36.42,36.4,1.0996978852,1.10130027215,24.19,,,,,,,,,0.928242517268,,,44.2,0.995495495495,,,,,,,1.05,1.05,11.48,1.0522456462,,,100.0,240.0,1.02127659574,1.0,38.17,0.956881423916,15.0,1.0,,,33.09,1.01038167939,100.0,1.0,,,,,90.95,100.0,1.0,1.00231430461,9.05,0.977321814255,,,,
TNB,,,,,,,0.03,0.03,1.0,1.0,1.18,1.43902439024,,,13.54,0.520368946964,-3.0,0.6,38.75,0.835489435101,,,,,,,,,0.73,3.17391304348,,,100.0,1.0,0.07,0.875,9.13,9.13,1.07411764706,1.07411764706,1.91,1.01595744681,,,0.92,3.68,22.0,0.468085106383,4.09,0.384398496241,90.15,0.359048908714,,,,,0.03,1.5,,,,,,,,,,,,,1.21903648752,1.35414791245,1610.16434783,5.0,1.25,,,22.05,0.93471810089,1.72,0.994219653179,,,26.0,0.5,7.0,1.16666666667,30.02,30.0,0.952380952381,0.953015873016,,,,,,,,,,,,,,,,,,,,,0.73,1.0,6.41,0.974164133739,,,100.0,25.0,1.31578947368,1.0,,,75.0,1.38888888889,,,26.53,1.05655117483,100.0,1.0,,,,,89.05,100.0,1.0,1.00929389097,10.95,0.930331350892,,,,
TNC,11.65,0.920221169036,32.49,1.03835091083,8.97,1.08072289157,1.77,1.77,1.01724137931,1.01724137931,13.82,0.931266846361,57.0,0.997899159664,3.05,1.28151260504,-25.0,1.25,11.87,0.621791513882,83.67,1.10850556439,2.2,0.924369747899,64.08,1.11832460733,63.75,1.01561255377,0.08,0.888888888889,0.8,1.02564102564,6.21,0.734042553191,1.74,0.644444444444,1.71,1.71,0.98275862069,0.98275862069,8.84,0.914167528438,-48.59,4.16010273973,1.75,0.764192139738,20.0,0.5,0.64,0.810126582278,2.52,0.520661157025,43.0,43.0,1.00233100233,1.00279850746,4.63,0.664275466284,39.4,0.952150797487,18.96,5.7,0.894819466248,1.14700544465,,,,,,,1.25631211404,0.852573342083,58.2259769091,32.0,0.627450980392,-0.34,1.09677419355,3.95,0.641233766234,22.47,1.26449071469,-23.8,31.3157894737,45.0,0.762711864407,53.0,0.736111111111,6.55,6.6,0.75,0.746864310148,1.38,4.61,1.05733944954,4.97,1.24874371859,5.94,0.801619433198,7.92,1.20916030534,,44.16,0.990578734859,41.2,1.25993883792,1.44,0.857142857143,3.99,1.11452513966,5.73,0.986230636833,6.98,0.64990689013,12.04,0.647311827957,11.21,0.655555555556,100.0,812.0,0.987834549878,1.0,31.08,1.01834862385,18.0,0.947368421053,0.8,1.09589041096,36.36,1.33873343152,100.0,1.0,67.93,0.953002244669,30.82,1.03042460715,41.66,100.0,1.0,0.983474976393,58.34,1.01214434421,160.0,0.796019900498,,
TNDM,4.18,2.28415300546,11.23,1.56189151599,11.1,0.935130581297,0.63,0.63,1.7027027027,1.7027027027,2.35,0.824561403509,63.51,0.916053656426,8.01,0.869706840391,-6.0,1.2,56.83,0.899208860759,142.23,0.997965197867,4.03,0.802788844622,116.18,0.986666666667,54.38,1.14411950347,0.47,0.87037037037,,,-99.39,0.622003880093,-2.5,0.730994152047,1.97,1.97,1.01025641026,1.01025641026,5.18,1.16930022573,,,-2.46,0.752293577982,-65.0,0.984848484848,0.89,1.07228915663,-88.68,0.668526196758,36.49,36.5,1.18892508143,1.18976198239,1.69,0.737991266376,-18.36,0.947857511616,14.02,3.14,1.01290322581,1.25290437891,,,,,,,0.193694932118,0.9240736036,11.5731818182,-72.0,0.9,-4.67,0.612860892388,-99.41,0.621545579592,12.41,1.04991539763,,,-59.0,0.967213114754,-69.0,0.907894736842,-94.72,-94.7,0.622207621551,0.622461720444,,3.42,0.931880108992,0.4,0.615384615385,4.37,1.0684596577,5.92,1.79939209726,,28.33,1.24472759227,,,3.21,0.775362318841,23.28,0.732997481108,6.71,0.873697916667,-62.54,1.05641891892,-122.7,1.31229946524,-77.92,1.17775090689,100.0,73.0,1.46,1.0,107.92,0.714323537199,29.0,1.26086956522,,,,,100.0,1.0,85.51,1.00316752698,21.2,1.24705882353,49.27,100.0,1.0,1.01087402544,50.73,0.989660554038,80.0,1.09589041096,,
TNH,,,2.52,0.409090909091,,,1.35,1.35,0.798816568047,0.798816568047,21.16,1.20090805902,43.99,1.09021065675,15.09,1.45797101449,-87.0,1.29850746269,23.98,0.882266372333,8.65,1.51754385965,2.92,0.791327913279,14.48,1.33950046253,0.38,0.974358974359,,,9.75,0.975,52.76,0.924478710356,10.06,0.833471416736,1.15,1.15,1.03603603604,1.03603603604,2.05,0.748175182482,-15.05,1.14623000762,14.54,0.850789935635,287.0,0.849112426036,0.94,1.03296703297,49.39,0.946712670117,56.01,56.0,0.939597315436,0.93897736798,,,,,2.41,25.21,0.746962962963,1.04329004329,,,,,,,1.10276895723,1.09364484889,93.5559,306.0,0.827027027027,,,32.01,0.929442508711,69.19,1.10899182561,-7.45,0.43567251462,375.0,0.925925925926,306.0,0.827027027027,52.76,52.8,0.92469352014,0.924478710356,,,,1.89,0.994736842105,22.57,13.1988304094,77.43,0.787770882084,,6.2,1.12522686025,82.1,1.02241594022,2.68,0.776811594203,,,969.5,1.04681797568,43.33,0.74284244814,48.88,0.74854517611,48.88,0.74854517611,100.0,582.0,0.898148148148,1.0,3.25,1.25968992248,19.0,1.0,,,,,100.0,1.0,28.92,0.809857182862,77.43,0.787770882084,100.0,100.0,1.0,1.0,,,84.0,0.777777777778,,
TOL,2.57,0.958955223881,3.09,1.03344481605,6.6,0.95513748191,0.47,0.47,0.921568627451,0.921568627451,23.57,1.08567480424,78.38,0.994796293946,0.23,0.589743589744,-9.0,0.6,10.09,1.41912798875,750.56,1.13733274741,6.92,1.08805031447,752.93,1.14126991345,23.43,0.998295696634,0.9,1.02272727273,,,12.84,0.995348837209,1.97,1.07065217391,2.18,2.18,1.0,1.0,29.82,1.04558204769,-82.98,,0.81,-1.72340425532,51.0,0.171140939597,0.14,0.159090909091,1.22,0.160104986877,21.62,21.6,1.01886792453,1.01933050448,,,,,76.01,0.48,0.872727272727,0.985734664765,,,,,,,0.791846544065,1.15438112572,36.2059090455,363.0,1.06764705882,2.13,0.777372262774,8.71,1.00230149597,1.49,0.876470588235,-80.78,,60.0,0.191693290735,447.0,1.12594458438,10.71,10.7,1.04901960784,1.05413385827,,0.18,0.818181818182,9.15,0.841766329347,0.05,0.625,3.09,1.16165413534,,25.81,1.10867697595,,,1.02,1.39726027397,,,15.57,1.00128617363,4.12,0.923766816143,8.99,0.950317124736,4.74,0.915057915058,100.0,4.171,1.06620654397,1.0,10.91,0.98643761302,185.0,0.994623655914,,,32.19,0.987120515179,100.0,1.0,89.37,1.02218917992,12.91,0.939592430859,54.14,100.0,1.0,0.998708725327,45.86,1.00152871806,7.039,1.13495646566,,
TOO,0.33,0.702127659574,4.09,1.09066666667,1.8,0.845070422535,0.25,0.25,0.961538461538,0.961538461538,11.09,1.54672245467,38.76,0.850372970601,54.06,3.20071047957,-665.0,3.86627906977,4.6,0.705521472393,,,0.56,0.717948717949,,,37.58,0.749950109759,3.15,1.09375,2.18,1.01395348837,6.41,3.28717948718,0.32,-1.45454545455,6.28,6.28,1.20076481836,1.20076481836,0.31,0.939393939394,,,-2.51,2.22123893805,-293.0,24.4166666667,-6.17,-1.91614906832,-23.87,20.2288135593,61.24,61.2,1.125,1.12532157295,2.25,0.349922239502,1.64,1.34426229508,,,,,,,,,,,0.672228830764,0.367828269786,7.45001377273,48.0,-12.0,-16.64,0.717550668392,2.54,-1.33684210526,82.58,1.06294246364,,,371.0,2.31875,283.0,1.10546875,23.05,23.1,0.9203187251,0.91723040191,28.08,2.81,2.48672566372,3.67,0.821029082774,16.27,1.18413391557,11.87,1.62825788752,1.43192248853,11.86,0.980165289256,,,0.43,0.605633802817,,,9.71,1.33379120879,0.64,-1.28,3.74,-1.49003984064,3.22,1.74054054054,100.0,1.229,1.20490196078,1.0,10.12,1.04653567735,99.0,1.1511627907,10.04,1.24103831891,,,100.0,1.0,11.5,1.00877192982,24.13,1.34204671858,100.0,100.0,1.0,1.0,,,-504.0,4.06451612903,,
TORM,6.63,0.962264150943,9.63,0.944117647059,2.74,0.721052631579,0.87,0.87,0.935483870968,0.935483870968,10.79,0.831919814958,94.94,1.1060111836,15.28,3.45701357466,-6.0,3.0,2.21,0.400362318841,188.99,0.978867768167,3.09,1.07291666667,177.21,0.951616367737,41.61,1.12855980472,0.13,3.25,,,-16.34,10.2767295597,-2.11,11.7222222222,1.37,1.37,1.0223880597,1.0223880597,2.04,0.931506849315,,,-0.39,-0.25,-2.0,-1.0,0.34,-0.0755555555556,-5.84,-1.095684803,5.06,5.1,0.359154929577,0.357344632768,,,-28.11,25.7889908257,38.11,2.06,1.05102040816,0.909763666746,,,,,,,1.28020932664,0.599698323374,4.69863636364,-6.0,6.0,-0.87,1.93333333333,-17.17,14.4285714286,47.6,1.21366649669,-23.18,-0.0539508902595,3.0,0.6,-6.0,6.0,-15.47,-15.5,14.0909090909,13.6902654867,7.96,2.39,1.36571428571,0.06,0.0422535211268,0.71,0.5546875,,,1.73799126638,29.83,0.993670886076,,,0.7,0.921052631579,0.48,1.11627906977,8.77,0.885858585859,-15.0,13.6363636364,-20.28,13.610738255,-16.36,24.4179104478,100.0,37.0,0.787234042553,1.0,12.09,1.1749271137,3.0,1.0,7.55,0.761088709677,,,100.0,1.0,52.34,0.881738544474,16.92,0.82096069869,27.11,100.0,1.0,1.0745144669,72.89,0.974856225759,13.0,0.684210526316,,
TOWN,,,,,,,0.05,0.05,1.0,1.0,15.64,1.06033898305,,,7.83,1.59146341463,-23.0,1.91666666667,4.0,0.93023255814,,,,,,,,,0.53,0.706666666667,0.47,1.09302325581,31.08,1.1940069151,1.22,1.03389830508,7.76,7.76,0.829946524064,0.829946524064,1.81,1.15286624204,,,0.05,0.0403225806452,58.0,1.75757575758,0.93,1.20779220779,19.4,1.44345238095,,,,,2.87,1.05514705882,,,,,,,,,,,,,1.60460708545,1.43152656981,20.6337802273,62.0,1.47619047619,-1.02,5.1,20.95,1.22658079625,2.76,0.88178913738,,,81.0,1.8,93.0,1.47619047619,31.08,31.1,1.19615384615,1.1940069151,15.92,,,,,,,,,0.797994987469,,,38.9,1.15773809524,,,,,,,1.11,1.29069767442,9.29,1.15835411471,,,100.0,298.0,1.23140495868,1.0,51.98,0.965811965812,51.0,1.45714285714,,,29.04,1.00798333912,100.0,1.0,,,,,87.12,100.0,1.0,0.992481203008,12.88,1.05400981997,,,,
TPC,23.19,1.09645390071,36.45,0.92960979342,3.93,0.926886792453,1.26,1.26,1.008,1.008,28.87,1.04791288566,92.76,1.04518309859,0.73,0.437125748503,-36.0,0.48,1.87,0.520891364903,,,1.79,0.983516483516,,,109.53,0.973081023454,0.52,0.912280701754,,,1.5,0.359712230216,0.91,0.413636363636,2.85,2.85,1.03260869565,1.03260869565,9.36,1.06849315068,,,0.74,-0.29718875502,-22.0,0.166666666667,-0.48,0.393442622951,-0.44,0.150170648464,7.24,7.2,0.637168141593,0.643555555556,16.86,0.928414096916,2.68,0.516377649326,,,,,,,,,,,1.63290881706,0.730033249575,17.1677273636,45.0,0.416666666667,-0.64,0.528925619835,0.92,0.383333333333,12.95,0.926323319027,,,14.0,-0.245614035088,105.0,0.433884297521,2.14,2.1,0.388888888889,0.397769516729,,26.87,1.1826584507,5.0,2.14592274678,10.24,1.45661450925,7.13,0.842789598109,,69.4,0.974171813588,,,1.05,0.882352941176,,,3.33,1.02777777778,1.16,0.385382059801,3.25,0.393462469734,3.23,0.496923076923,100.0,4.92,1.09528049866,1.0,5.1,0.868824531516,50.0,1.02040816327,2.2,1.02325581395,38.66,0.911362564828,100.0,1.0,65.19,0.994811536701,36.46,1.01277777778,64.87,100.0,1.0,1.01661181633,35.13,0.970710140923,1.162,1.04308797127,,
TPX,10.03,1.18,14.29,0.986197377502,9.57,1.47457627119,1.19,1.19,1.07207207207,1.07207207207,4.8,1.68421052632,60.37,0.981306892068,2.09,1.31446540881,-66.0,1.375,5.8,2.46808510638,37.0,0.826815642458,1.13,0.795774647887,39.95,0.9670781893,44.32,0.987742366838,4.39,0.579155672823,,,6.35,1.08547008547,1.17,0.668571428571,9.15,9.15,0.696347031963,0.696347031963,8.79,1.12836970475,-5.29,-0.0259619159796,1.75,0.817757009346,168.0,0.949152542373,2.29,1.40490797546,5.34,0.89898989899,39.63,39.6,1.02857142857,1.02988565489,52.9,0.962343096234,,,7.5,9.14,1.03510758777,0.919117647059,,,,,,,0.891400827302,1.36569661915,74.3404540455,74.0,0.678899082569,-3.46,1.02064896755,2.33,0.64010989011,13.62,1.01946107784,4.0,0.0310969447252,234.0,1.04,309.0,1.11956521739,9.81,9.8,1.0652173913,1.06168831169,-0.96,2.88,0.759894459103,3.01,1.04152249135,14.27,0.984817115252,,,1.09090909091,47.27,1.14096065653,,,0.74,0.89156626506,,,8.24,1.01228501229,2.76,0.683168316832,29.82,0.439887889069,4.14,0.715025906736,100.0,3.151,1.05384615385,1.0,30.78,1.0219123506,63.0,1.01612903226,6.83,2.74297188755,62.67,1.68876313662,100.0,1.0,30.47,1.05872133426,26.85,1.32789317507,89.07,100.0,1.0,0.964065375041,10.93,1.43626806833,96.0,0.421052631579,,
TR,1.25,0.9765625,5.92,1.15175097276,5.26,1.0233463035,0.59,0.59,0.983333333333,0.983333333333,17.88,1.03054755043,63.13,1.00365659777,2.88,1.46192893401,-16.0,1.45454545455,18.52,1.20808871494,90.55,1.03273266423,4.08,0.992700729927,70.99,1.005666525,31.85,1.12943262411,0.01,1.0,0.34,1.13333333333,17.14,1.02023809524,1.05,1.06060606061,1.3,1.3,0.984848484848,0.984848484848,2.88,1.02491103203,-3.24,0.190588235294,1.47,1.51546391753,76.0,0.974358974359,1.14,0.926829268293,13.99,0.974233983287,36.87,36.9,0.99460916442,0.993800539084,27.31,1.00146681335,,,6.85,5.14,0.99419729207,0.886157826649,,,,,,,1.31608875964,1.10811905141,30.4187982273,66.0,1.04761904762,0.28,0.205882352941,12.24,1.05064377682,20.31,0.972701149425,2.6,-0.135699373695,91.0,1.02247191011,91.0,1.08333333333,16.86,16.9,1.0974025974,1.09196891192,,1.04,1.20930232558,20.06,0.880597014925,14.4,0.89219330855,0.61,1.15094339623,,12.29,1.10720720721,31.9,1.03571428571,3.08,1.06574394464,,,11.46,0.884942084942,7.27,1.03267045455,9.52,1.03141928494,9.4,1.04677060134,100.0,540.0,0.992647058824,1.0,20.01,0.923822714681,63.0,0.984375,0.03,3.0,28.57,0.917174959872,100.0,1.0,32.32,1.11179910561,7.93,1.12005649718,23.19,100.0,1.0,0.96144278607,76.81,1.01225619399,222.0,1.11,,
TRC,0.75,0.974025974026,1.51,0.766497461929,0.81,1.265625,0.12,0.12,0.923076923077,0.923076923077,13.94,1.00504686373,81.21,1.07777040478,54.84,1.13048855906,-28.0,1.12,8.04,0.726943942134,58.04,1.11701308699,4.74,1.15609756098,33.46,0.927383592018,53.58,0.963669064748,0.25,0.961538461538,,,7.89,0.476449275362,0.14,0.518518518519,1.48,1.48,0.973684210526,0.973684210526,0.31,1.29166666667,,,-0.81,1.24615384615,-11.0,0.916666666667,-3.76,1.8431372549,-21.66,0.95713654441,18.79,18.8,0.761133603239,0.762271805274,,,,,0.81,10.91,1.07806324111,0.852631578947,,,,,,,1.35009924877,0.689929603368,19.780909,3.0,0.5,14.14,1.10815047022,5.77,0.523118766999,10.3,0.157275919988,,,17.0,1.30769230769,-3.0,-1.5,-6.25,-6.2,-1.63157894737,-1.64473684211,,0.95,0.7421875,78.38,4.06957424714,13.14,0.992447129909,0.35,1.2962962963,,29.0,0.730110775428,,,4.0,1.14285714286,,,6.81,1.0381097561,0.68,0.465753424658,1.02,0.51,0.81,0.509433962264,100.0,51.0,1.0,1.0,25.04,1.20095923261,21.0,1.0,0.19,0.115853658537,27.87,0.874215809285,100.0,1.0,11.32,0.741808650066,2.39,0.64247311828,32.48,100.0,1.0,0.951655435101,67.52,1.02504933961,39.0,0.78,,
TREE,1.94,2.55263157895,10.1,1.03802672148,9.01,0.496966354109,1.17,1.17,1.02631578947,1.02631578947,9.1,1.30747126437,3.69,0.781779661017,2.85,1.03636363636,-7.0,1.4,69.98,1.13548596463,,,4.55,1.46774193548,,,31.22,1.08177408177,,,,,11.15,-19.224137931,3.83,4.55952380952,1.23,1.23,0.848275862069,0.848275862069,34.65,1.09756097561,,,1.97,6.15625,25.0,-5.0,0.53,-0.963636363636,9.97,-3.26885245902,96.31,96.3,1.01049317943,1.01081024349,4.94,0.467803030303,166.75,-0.344169246646,,,,,,,,,,,1.08075382968,2.13989670979,95.2818183636,48.0,5.33333333333,-0.07,,18.9,3.38103756708,3.18,0.845744680851,,,33.0,-33.0,29.0,-29.0,11.22,11.2,-18.6666666667,-19.3448275862,1.17,2.95,0.208039492243,8.84,63.1428571429,0.21,0.0601719197708,7.31,0.837342497136,0.136204889406,132.46,0.965522268387,,,4.38,1.6976744186,4.12,0.923766816143,11.69,0.924110671937,22.06,3.446875,28.47,2.78844270323,28.53,2.79431929481,100.0,254.0,1.52095808383,1.0,79.81,0.963772491245,13.0,1.18181818182,,,,,100.0,1.0,83.03,0.970657002572,18.27,0.661477190442,18.47,100.0,1.0,0.593699774992,81.53,1.1834809116,192.0,2.37037037037,,
TREX,8.36,0.81640625,22.35,1.20290635091,16.85,1.12183754993,2.16,2.16,1.05882352941,1.05882352941,3.49,1.04179104478,64.87,1.01043613707,5.29,1.59818731118,-23.0,1.76923076923,2.83,0.581108829569,40.47,0.952011291461,1.64,0.953488372093,29.9,0.892270963891,34.69,1.00960419092,,,,,17.42,1.01930953774,1.52,1.1968503937,1.82,1.82,1.05202312139,1.05202312139,4.42,1.12468193384,-13.94,-0.331431288635,0.09,0.125,39.0,0.847826086957,0.82,0.745454545455,8.92,0.765008576329,35.13,35.1,0.980446927374,0.981284916201,4.97,0.923791821561,,,10.9,12.21,1.12121212121,0.898598516076,,,,,,,1.6853496533,0.95194578696,39.7727276818,48.0,1.14285714286,-0.14,0.636363636364,10.91,1.02924528302,47.61,0.944455465185,6.81,0.229138627187,63.0,1.06779661017,77.0,1.13235294118,17.56,17.6,1.01734104046,1.01385681293,,10.63,1.33710691824,0.72,1.05882352941,16.55,0.982779097387,,,,24.12,0.951104100946,,,0.88,0.94623655914,,,10.52,0.990583804143,23.59,1.09061488673,41.85,1.10860927152,39.45,1.04503311258,100.0,441.0,1.125,1.0,17.57,0.950757575758,32.0,0.969696969697,3.3,,37.36,0.983675618747,100.0,1.0,46.71,1.07305306685,28.51,1.12910891089,45.06,100.0,1.0,1.0703087886,54.94,0.948877374784,39.0,1.08333333333,,
