Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Key Ratios -> Efficiency Ratios,Key Ratios -> Efficiency Ratios YOY,Key Ratios -> Financial Health,Key Ratios -> Financial Health YOY,Liquidity/Financial Health,Liquidity/Financial Health YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
BOBE,2.91,1.06985294118,4.82,0.868468468468,7.12,0.915167095116,1.28,1.28,1.0,1.0,15.94,0.770048309179,65.32,1.01130205914,5.52,0.383866481224,-75.0,0.392670157068,0.62,0.849315068493,6.14,0.737980769231,0.81,4.05,10.33,1.0087890625,8.05,0.869330453564,1.18,,1.24,1.02479338843,0.67,0.286324786325,0.7,0.555555555556,2.72,2.72,0.981949458484,0.981949458484,1.58,0.993710691824,,,2.1,-1.2,29.0,-1.26086956522,1.73,-2.54411764706,2.12,-1.22543352601,34.68,34.7,0.980225988701,0.979384354702,1.94,0.906542056075,1.82,0.237597911227,2.38,35.32,0.991299466742,1.00847457627,,,,,,,1.06228229962,0.998065334268,42.9990278095,17.0,0.5,-0.64,4.26666666667,1.23,0.484251968504,80.52,0.98255033557,-38.64,-2.29590017825,103.0,0.613095238095,18.0,0.545454545455,1.31,1.3,0.52,0.526104417671,22.75,4.2,1.72839506173,5.51,1.13842975207,4.73,0.631508678238,3.31,2.73553719008,0.958702064897,12.24,1.09383378016,147.6,,0.36,3.27272727273,,,45.32,1.14967021816,1.58,0.487654320988,4.32,0.619799139168,2.59,0.591324200913,100.0,1.349,1.01504890895,1.0,10.62,1.1556039173,24.0,0.888888888889,0.04,0.000931098696462,,,100.0,1.0,12.03,1.08672086721,14.83,0.263223287185,63.2,100.0,1.0,0.988890627445,36.8,1.01967303962,-29.0,0.0599173553719,,
BOFI,,,0.35,1.12903225806,0.02,0.666666666667,0.04,0.04,1.0,1.0,7.91,1.37088388215,,,2.23,1.12626262626,-5.0,1.66666666667,7.7,2.18130311615,,,,,,,,,1.43,0.572,,,61.37,1.03876100203,1.34,1.39583333333,11.02,11.02,0.915282392027,0.915282392027,43.86,1.14546879081,,,0.63,0.362068965517,111.0,6.16666666667,1.34,4.1875,48.35,4.24868189807,,,,,0.04,0.333333333333,,,,,,,,,,,,,0.712105976483,1.31739238373,25.0684088636,83.0,1.48214285714,-4.88,1.45671641791,35.89,1.02895642202,0.15,3.75,,,116.0,5.52380952381,141.0,1.5,61.37,61.4,1.03891708968,1.03876100203,4.52,,,,,,,,,0.689024390244,,,,,,,,,,,1.61,1.08053691275,18.42,1.0406779661,,,100.0,230.0,1.4375,1.0,29.24,0.943225806452,61.0,1.05172413793,,,41.3,1.01624015748,100.0,1.0,,,,,90.84,100.0,1.0,0.991919633108,9.16,1.08788598575,,,,
BOH,0.11,0.578947368421,0.29,0.966666666667,0.03,1.0,0.04,0.04,1.0,1.0,25.38,1.04962779156,,,2.43,0.995901639344,-14.0,1.0,1.05,0.889830508475,,,,,,,,,0.22,1.375,1.8,1.0,39.84,0.938294865756,3.7,1.0027100271,13.85,13.85,0.98787446505,0.98787446505,5.25,1.025390625,,,5.31,1.22632794457,220.0,1.12244897959,1.37,1.14166666667,37.89,1.08288082309,,,,,0.35,0.921052631579,,,,,,,,,,,,,1.40219852954,1.13753951538,62.6533110455,161.0,0.98773006135,-0.17,-0.195402298851,27.69,0.950566426365,0.72,0.972972972973,,,234.0,1.11961722488,231.0,0.970588235294,39.84,39.8,0.936470588235,0.938294865756,18.49,,,,,,,,,1.06755196305,,,49.3,0.993951612903,,,,,,,1.06,0.938053097345,14.8,0.937896070976,,,100.0,580.0,1.03571428571,1.0,41.5,1.00997809686,43.0,0.977272727273,,,30.49,0.97132844855,100.0,1.0,,,,,92.78,100.0,1.0,0.999138488047,7.22,1.01120448179,,,,
BOKF,0.05,0.05,0.65,0.915492957746,0.38,0.926829268293,0.05,0.05,1.0,1.0,51.25,1.09228473998,,,,,,,8.4,0.987074030552,,,,,,,,,1.57,2.09333333333,1.69,1.04320987654,31.5,0.922131147541,4.21,0.997630331754,9.74,9.74,1.10556186152,1.10556186152,4.72,1.01943844492,,,2.28,1.08571428571,295.0,-7.97297297297,1.02,-7.84615384615,21.53,-7.55438596491,,,,,2.06,1.02487562189,,,,,,,,,,,,,1.3634289579,1.06248640995,60.6783637727,289.0,0.989726027397,-2.48,,20.81,0.919575784357,0.97,1.03191489362,,,295.0,-7.97297297297,432.0,0.981818181818,31.5,31.5,0.921052631579,0.922131147541,11.37,,,,,,,,,0.946711074105,,,39.5,1.07046070461,,,,,,,0.94,0.912621359223,8.73,0.954098360656,,,100.0,1.37,1.06449106449,1.0,54.65,1.01523314137,68.0,0.985507246377,,,32.29,1.03031269943,100.0,1.0,,,,,89.74,100.0,1.0,1.01229554428,10.26,0.903964757709,,,,
BONT,12.99,1.02202989772,3.71,1.4780876494,9.44,1.00639658849,1.77,1.77,1.00568181818,1.00568181818,2.38,0.995815899582,62.81,1.00640922929,3.21,1.17582417582,-91.0,1.18181818182,0.54,1.2,112.99,0.976915095971,1.94,1.01041666667,148.71,0.981648953726,6.42,1.318275154,10.22,1.53223388306,0.2,1.0,-0.19,1.46153846154,-0.36,1.89473684211,18.35,18.35,1.48824006488,1.48824006488,4.4,1.00456621005,,,-2.29,-0.978632478632,-44.0,-1.02325581395,6.32,-0.525790349418,-1.56,-1.03311258278,37.19,37.2,0.989361702128,0.98935887204,5.6,0.858895705521,0.91,0.957894736842,45.69,2.45,1.01659751037,1.01533333333,,,,,,,0.299926748731,0.479828488675,5.94882095,-7.0,1.75,-2.19,0.848837209302,-0.25,1.92307692308,39.91,0.983489403647,,,47.0,0.391666666667,57.0,0.826086956522,2.0,2.0,0.833333333333,0.816326530612,3.06,2.09,0.896995708155,2.44,0.931297709924,14.85,1.01158038147,1.77,1.05357142857,0.897360703812,42.14,1.03563529123,,,0.16,1.45454545455,,,56.85,0.75820218725,-0.44,2.0,-6.47,2.1711409396,3.63,0.57345971564,100.0,2.823,0.996118560339,1.0,32.13,1.01260636621,19.0,1.0,0.42,0.893617021277,,,100.0,1.0,52.04,1.03500397772,26.79,1.02251908397,94.55,100.0,1.0,1.0289476548,5.45,0.672009864365,406.0,1.06842105263,,
BOOM,8.0,1.246105919,19.58,1.20938851143,7.01,1.50429184549,0.83,0.83,0.943181818182,0.943181818182,9.73,0.80679933665,78.66,1.12887485649,3.25,0.307473982971,-5.0,0.238095238095,3.44,0.801864801865,143.08,1.05765819042,2.63,0.897610921502,105.02,0.994695965145,77.95,1.16569463137,0.23,1.53333333333,0.14,0.875,-15.63,-5.42708333333,-1.72,-9.55555555556,1.54,1.54,1.08450704225,1.08450704225,2.74,0.872611464968,,,-1.35,-2.7,-4.0,-2.0,0.16,0.216216216216,-2.29,-2.43617021277,21.34,21.3,0.70297029703,0.70382585752,20.57,0.758201253225,-13.95,-1.2025862069,19.39,3.48,1.00578034682,1.06072210066,,,,,,,2.35785287733,0.429598371504,6.6885255,-24.0,-8.0,-1.44,3.51219512195,-14.36,-11.3070866142,31.72,1.09003436426,-93.06,3.41254125413,2.0,0.0869565217391,-24.0,-3.42857142857,-14.19,-14.2,-4.30303030303,-4.31306990881,11.72,4.88,1.06086956522,0.44,1.07317073171,2.21,0.53125,1.47,0.724137931034,1.8427672956,39.89,1.07317729352,,,1.28,0.927536231884,,,4.68,0.857142857143,-11.92,-10.6428571429,-17.54,-11.1719745223,-13.83,-9.03921568627,100.0,167.0,0.822660098522,1.0,23.81,1.1519109821,14.0,1.0,,,,,100.0,1.0,47.28,1.09040590406,17.99,1.21390013495,35.24,100.0,1.0,1.19986380661,64.76,0.916890839587,54.0,0.857142857143,,
BPFH,,,0.39,0.928571428571,,,0.05,0.05,1.0,1.0,8.27,1.09247027741,,,,,,,3.16,1.24409448819,,,,,,,,,0.82,1.12328767123,0.36,1.125,26.9,0.864118213942,0.74,0.936708860759,10.85,10.85,1.04628736741,1.04628736741,10.97,1.05076628352,,,0.3,0.576923076923,49.0,1.11363636364,0.75,1.171875,14.09,1.0292184076,,,,,2.45,0.868794326241,,,,,,,,,,,,,1.45861861697,0.889292747298,10.9042614545,65.0,0.942028985507,0.45,0.225,17.79,0.887281795511,0.41,0.872340425532,,,49.0,1.11363636364,93.0,0.93,26.9,26.9,0.864951768489,0.864118213942,18.15,,,,,,,,,1.11898890259,,,54.7,1.37783375315,,,,,,,0.86,0.886597938144,9.14,0.88309178744,,,100.0,347.0,1.084375,1.0,55.4,1.01390922401,83.0,1.02469135802,,,32.57,1.00400739827,100.0,1.0,,,,,90.15,100.0,1.0,1.00557724484,9.85,0.951690821256,,,,
BPI,0.94,5.22222222222,12.23,3.06516290727,14.68,1.60788608981,1.05,1.05,0.929203539823,0.929203539823,6.72,0.827586206897,50.11,1.01581187918,0.82,0.347457627119,-5.0,0.333333333333,59.5,1.51592356688,,,2.4,1.23711340206,,,14.74,1.03511235955,,,,,-7.15,-2.65799256506,-1.54,-7.33333333333,1.67,1.67,1.09150326797,1.09150326797,11.24,1.49269588313,117.46,-1.5594795539,0.23,1.64285714286,22.0,2.2,-0.31,-0.295238095238,3.93,2.47169811321,49.89,49.9,0.984220907298,0.984606275903,4.2,0.945945945946,,,,,,,,,,,,,1.34991800489,0.687081456228,7.695,-70.0,-7.0,0.37,0.822222222222,-12.54,-8.30463576159,4.29,0.305991440799,5.93,-0.089025671821,27.0,1.08,-42.0,-3.0,-7.53,-7.5,-3.40909090909,-3.36160714286,12.17,7.84,0.624701195219,11.94,0.463689320388,6.94,1.21968365554,17.51,0.90444214876,4.62737642586,3.74,1.0625,,,2.16,1.44,,,24.76,0.966055403824,-13.23,-7.73684210526,-21.05,-7.76752767528,-21.05,-7.76752767528,100.0,562.0,0.879499217527,1.0,45.25,0.988207032103,46.0,0.978723404255,,,,,100.0,1.0,79.58,1.42642050547,33.14,1.15269565217,40.08,100.0,1.0,1.1637630662,59.92,0.913971934106,235.0,1.55629139073,,
BPL,1.78,0.490358126722,2.82,0.796610169492,5.45,0.947826086957,0.42,0.42,0.477272727273,0.477272727273,28.57,0.980102915952,73.53,0.832258064516,17.22,2.41514726508,-595.0,1.26059322034,0.06,0.6,39.34,1.63712026633,1.09,1.06862745098,31.37,1.80911188005,25.35,1.55330882353,1.0,1.08695652174,4.63,1.04751131222,12.72,2.51383399209,3.4,1.49122807018,2.24,2.24,1.02752293578,1.02752293578,0.58,0.467741935484,-927.0,,2.46,-2.34285714286,116.0,0.913385826772,0.26,0.553191489362,3.35,1.73575129534,26.47,26.5,2.28448275862,2.27210300429,17.8,0.929989550679,3.56,1.2027027027,2.31,11.64,0.552706552707,0.767441860465,,,,,,,1.15165021182,0.843543691076,56.1318757273,437.0,1.60073260073,-4.77,1.97107438017,12.66,3.07281553398,74.11,1.04483293388,,,710.0,1.18333333333,604.0,1.2202020202,17.49,17.5,2.33333333333,2.33823529412,6.41,1.4,1.19658119658,1.5,0.710900473934,8.56,1.00705882353,0.63,1.10526315789,2.15824915825,17.38,1.80477673936,159.9,1.11506276151,0.48,1.02127659574,,,14.4,0.644007155635,5.31,1.46685082873,11.76,1.45724907063,8.2,1.25960061444,100.0,3.453,0.521601208459,1.0,2.57,2.14166666667,129.0,1.075,2.41,0.635883905013,0.2,1.53846153846,100.0,1.0,6.59,0.842710997442,10.88,0.76673713883,100.0,100.0,1.0,1.0,,,47.0,4.7,,
BPOP,,,0.35,0.945945945946,,,0.06,0.06,1.5,1.5,48.25,1.17539585871,,,3.38,0.882506527415,-65.0,1.27450980392,6.84,1.10322580645,,,,,,,,,0.33,0.80487804878,0.3,,20.68,-2.08257804632,8.65,-2.80844155844,7.08,7.08,0.90306122449,0.90306122449,3.87,1.47148288973,,,4.09,0.443120260022,605.0,0.73600973236,0.68,-0.259541984733,31.37,0.5081807873,,,,,2.5,1.26903553299,,,,,,,,,,,,,1.57386540108,0.86738735973,27.7547880455,895.0,-2.85942492013,-12.52,0.617052735338,46.23,-1.94080604534,1.41,0.946308724832,,,670.0,0.767468499427,399.0,-3.02272727273,20.68,20.7,-2.09090909091,-2.08257804632,32.76,,,,,,,,,0.770279802492,,,1.9,,,,,,,,2.59,-2.8152173913,19.23,-2.66343490305,,,100.0,1.929,1.4481981982,1.0,34.04,0.722410865874,103.0,1.0,,,,,100.0,1.0,,,,,85.73,100.0,1.0,0.984157961198,14.27,1.10705973623,,,,
BPT,,,,,25.15,1.49081209247,126.53,126.53,0.556029179118,0.556029179118,0.03,1.0,,,,,,,100.0,1.0,,,3.98,0.671163575042,,,,,,,5.86,0.552830188679,98.96,0.994572864322,5.86,0.552830188679,1.34,1.34,1.11666666667,1.11666666667,,,,,,,,,,,,,100.0,100.0,1.0,1.0,,,,,,,,,,,,,,,1.03407738078,0.409583980843,22.8271258636,125.0,0.550660792952,,,98.96,0.994572864322,,,,,,,125.0,0.550660792952,98.96,99.0,0.994974874372,0.994572864322,,,,,,,,,,,,,100.0,1.0,3.98,0.671163575042,,,,,,,,,,,100.0,127.0,0.55701754386,1.0,1.04,2.08,21.0,1.0,,,,,100.0,1.0,100.0,1.0,25.15,1.49081209247,25.15,100.0,1.0,1.49081209247,74.85,0.900396968603,1.0,1.0,,
BR,4.89,0.920903954802,18.77,0.968524251806,9.57,0.926427879961,1.18,1.18,0.967213114754,0.967213114754,7.6,1.01063829787,67.86,0.985477781005,2.45,1.17224880383,-66.0,1.24528301887,13.69,0.863177805801,,,1.69,0.928571428571,,,58.88,0.951672862454,0.74,1.34545454545,1.08,1.28571428571,16.29,1.05368693402,2.32,1.09433962264,2.55,2.55,1.11842105263,1.11842105263,29.03,0.959986772487,9.3,0.179018286814,2.54,0.962121212121,365.0,1.09281437126,1.27,1.0,13.56,1.03749043611,32.14,32.1,1.03215434084,1.03211303789,49.25,1.09493108048,18.28,1.03335217637,,,,,,,,,,,1.24695710617,1.30261227183,50.6075413182,287.0,1.09125475285,-1.04,1.16853932584,10.66,1.03696498054,4.11,1.01985111663,11.27,0.261363636364,431.0,1.11369509044,466.0,1.11483253589,17.33,17.3,1.06134969325,1.05993883792,,3.92,0.793522267206,10.27,0.949168207024,10.22,1.00988142292,5.82,1.19507186858,,23.18,0.862351190476,48.6,1.23664122137,1.51,0.949685534591,,,6.2,1.05084745763,12.59,1.00800640512,30.39,1.02703616087,19.46,0.99083503055,100.0,2.694,1.05316653636,1.0,14.81,1.00135226504,124.0,1.0,,,34.59,1.03253731343,100.0,1.0,36.38,0.905650983321,21.49,0.972398190045,60.82,100.0,1.0,1.08355603064,39.18,0.893093229998,353.0,0.891414141414,,
BRC,6.87,0.977240398293,14.81,1.04516584333,2.85,0.9375,1.01,1.01,1.10989010989,1.10989010989,12.74,0.756981580511,52.34,1.04179936306,2.28,0.64406779661,-27.0,0.627906976744,10.77,1.64931087289,69.04,1.10006373486,1.95,1.22641509434,64.81,1.05091616669,52.18,1.0096749226,0.34,1.54545454545,0.8,1.02564102564,2.13,-0.490783410138,0.06,-0.0674157303371,1.81,1.81,1.05847953216,1.05847953216,9.55,0.998953974895,33.29,-0.621082089552,0.65,0.373563218391,67.0,1.34,22.32,-20.4770642202,5.69,1.39460784314,47.66,47.7,0.957831325301,0.957797427653,47.24,0.977244517998,3.24,-1.19557195572,9.83,5.63,0.951013513514,1.08738938053,,,,,,,1.36326720329,0.884179194069,23.0094617727,3.0,-0.0652173913043,-0.88,0.907216494845,0.25,-0.0666666666667,10.46,0.977570093458,-0.08,0.00229226361032,93.0,1.0,35.0,-0.853658536585,3.01,3.0,-0.882352941176,-0.895833333333,5.44,3.03,0.416781292985,3.86,0.974747474747,6.13,1.10849909584,3.59,0.978201634877,0.407490636704,47.94,0.947618106345,,,1.3,1.4606741573,3.14,1.0979020979,6.99,0.990084985836,0.26,-0.0762463343109,0.45,-0.0765306122449,1.05,-0.340909090909,100.0,1.172,0.956734693878,1.0,36.08,0.977512869141,51.0,0.980769230769,4.98,0.600723763571,80.39,,100.0,1.0,38.44,1.03891891892,19.69,0.845427221984,44.71,100.0,1.0,1.07657115338,55.29,0.945613134941,199.0,1.15697674419,,
BRCD,2.43,0.96812749004,5.84,0.970099667774,5.26,0.792168674699,0.58,0.58,0.966666666667,0.966666666667,5.97,1.10351201479,32.49,0.963808958766,3.38,1.36290322581,-76.0,1.38181818182,35.68,1.06158881285,9.21,0.605921052632,3.29,1.16666666667,19.67,0.955782312925,37.15,0.948672114402,0.31,1.24,0.16,2.28571428571,19.4,1.21325828643,0.79,1.49056603774,1.59,1.59,1.02580645161,1.02580645161,5.12,1.0622406639,-23.8,-1.07546317216,0.81,0.72972972973,371.0,0.76180698152,1.09,0.531707317073,16.39,0.744323342416,67.51,67.5,1.01809954751,1.0184039825,41.92,0.981733021077,8.9,0.838041431262,1.0,18.56,1.04622322435,0.961538461538,,,,,,,0.892427524631,1.04847918977,10.0795042727,340.0,1.42857142857,-2.37,1.61224489796,15.04,1.39776951673,10.88,0.911986588433,-17.37,-0.865039840637,447.0,0.824723247232,493.0,1.27720207254,21.77,21.8,1.24571428571,1.24684994273,0.26,3.34,0.895442359249,1.34,1.39583333333,3.63,0.947780678851,6.06,0.942457231726,0.0607476635514,47.61,1.06892680736,19.2,2.6301369863,2.98,1.18253968254,15.76,1.00831733845,9.82,1.05364806867,8.76,1.35394126739,13.78,1.37662337662,12.06,1.36734693878,100.0,2.263,1.02351876979,1.0,29.73,1.02800829876,431.0,0.964205816555,,,22.48,0.6874617737,100.0,1.0,45.87,1.0328754785,13.93,0.885568976478,37.26,100.0,1.0,1.04957746479,62.74,0.972713178295,1.29,1.20448179272,,
BRID,8.08,0.812877263581,19.41,1.08193979933,9.97,0.759329779132,1.95,1.95,0.898617511521,0.898617511521,3.26,0.993902439024,64.07,0.902140242185,1.08,0.371134020619,-1.0,0.25,7.76,23.5151515152,111.48,1.16476857173,2.86,1.27678571429,90.11,1.16331009553,47.28,1.2229694775,0.02,0.5,,,6.22,-1.8734939759,1.7,-3.54166666667,2.11,2.11,0.917391304348,0.917391304348,11.6,1.02022867194,,,1.01,-1.80357142857,6.0,-0.75,0.39,0.214285714286,4.64,-0.783783783784,35.93,35.9,1.23793103448,1.23982056591,,,,,26.53,4.05,0.859872611465,0.724863387978,,,,,,,1.32641092608,1.11190200141,9.24909090909,15.0,-3.75,,,11.84,-3.63190184049,13.59,0.645299145299,,,7.0,-1.75,8.0,-2.0,6.22,6.2,-1.87878787879,-1.8734939759,0.02,0.42,0.71186440678,32.28,1.37478705281,33.79,1.06124371859,0.22,0.194690265487,0.0357142857143,25.91,1.26947574718,,,1.44,1.94594594595,,,7.72,0.817796610169,23.14,-3.2729844413,50.72,-3.42702702703,49.05,-3.47872340426,100.0,130.0,0.977443609023,1.0,29.69,0.935412728418,9.0,1.0,,,,,100.0,1.0,54.12,0.97583844212,18.87,0.76211631664,52.66,100.0,1.0,0.93038869258,47.34,1.09078341014,27.0,1.5,,
BRKL,,,,,,,0.04,0.04,1.0,1.0,9.36,1.04697986577,,,2.23,0.802158273381,-5.0,0.833333333333,1.25,1.15740740741,,,,,,,,,1.47,0.835227272727,0.35,1.02941176471,38.09,1.11309175921,0.71,1.14516129032,9.05,9.05,1.0,1.0,2.7,1.05058365759,,,0.92,0.754098360656,60.0,0.659340659341,1.2,0.571428571429,27.89,0.641887226697,,,,,2.46,0.942528735632,,,,,,,,,,,,,1.43533437658,1.23235254192,11.1680490455,50.0,1.16279069767,-3.47,0.856790123457,23.2,1.12403100775,1.29,0.928057553957,,,65.0,0.670103092784,82.0,1.13888888889,38.09,38.1,1.11403508772,1.11309175921,22.02,,,,,,,,,0.904683648316,,,52.2,0.874371859296,,,,,,,0.84,1.09090909091,7.61,1.11583577713,,,100.0,215.0,1.02870813397,1.0,36.42,0.974317817014,70.0,1.0,,,35.92,1.0095559303,100.0,1.0,,,,,88.95,100.0,1.0,1.0,11.05,1.0,,,,
BRKR,4.17,1.02205882353,13.56,0.862595419847,10.04,1.1020856202,0.9,0.9,0.957446808511,0.957446808511,4.59,0.958246346555,56.36,0.97508650519,2.11,1.12834224599,-34.0,1.0303030303,27.06,1.01424287856,209.15,0.948268044976,2.22,0.948717948718,179.35,0.962849626886,59.33,0.978881372711,0.37,0.804347826087,,,7.88,1.40714285714,0.6,1.81818181818,2.38,2.38,0.979423868313,0.979423868313,6.75,1.02583586626,142.24,-9.48899266177,0.7,0.843373493976,195.0,2.40740740741,1.92,1.35211267606,12.01,2.69887640449,43.64,43.6,1.03317535545,1.03412322275,11.86,1.0449339207,10.85,1.25870069606,24.38,2.04,1.04081632653,0.95234375,,,,,,,0.943157950871,1.20479597543,23.0512317727,101.0,1.77192982456,-1.09,4.73913043478,6.26,2.0,13.35,0.996268656716,100.52,-4.74822862541,229.0,2.00877192982,145.0,1.38095238095,8.97,9.0,1.55172413793,1.53859348199,0.34,6.16,1.16888045541,3.63,1.83333333333,10.64,1.22439585731,14.88,0.927680798005,0.241134751773,29.53,1.12196048632,,,1.27,0.940740740741,8.97,0.931464174455,6.15,1.02159468439,5.65,1.92176870748,13.62,1.93741109531,10.53,1.88709677419,100.0,1.623,0.897180762852,1.0,25.35,1.00078957758,169.0,0.994117647059,0.04,1.0,18.05,0.438532555879,100.0,1.0,71.15,0.971065920568,32.04,1.02528,58.05,100.0,1.0,0.985067028678,41.95,1.02142683224,677.0,0.863520408163,,
BRKS,5.91,1.36175115207,11.38,1.10485436893,5.81,0.89799072643,0.72,0.72,1.125,1.125,9.33,0.950101832994,65.79,1.00688705234,2.92,2.56140350877,-16.0,2.66666666667,19.84,0.951558752998,112.99,0.867685455383,3.27,0.996951219512,97.46,0.880874909617,54.99,0.923270651444,,,0.4,1.17647058824,3.22,-9.2,0.21,0.45652173913,1.2,1.2,0.99173553719,0.99173553719,12.01,1.2192893401,-42.85,8.72708757637,0.39,0.433333333333,28.0,0.583333333333,1.94,1.25974025974,4.99,0.499,34.21,34.2,0.985590778098,0.987016733987,23.28,1.07132995858,46.1,-6.23815967524,13.25,3.74,1.13333333333,1.10141313383,,,,,,,1.2699791744,1.00667169465,10.2147882381,14.0,0.451612903226,0.17,0.809523809524,2.57,0.395384615385,5.51,0.854263565891,-18.69,16.6875,44.0,0.814814814815,17.0,-5.66666666667,3.06,3.1,-5.16666666667,-5.46428571429,0.85,4.7,0.953346855984,22.05,0.929987347111,1.76,0.642335766423,2.52,0.701949860724,0.653846153846,39.47,0.986996749187,363.6,1.47684809098,2.08,0.976525821596,9.45,0.866972477064,6.63,1.08156606852,1.85,0.446859903382,2.23,0.45325203252,2.15,0.449790794979,100.0,553.0,1.14492753623,1.0,20.86,0.906562364189,69.0,1.01470588235,,,19.25,,100.0,1.0,49.16,1.02182498441,15.04,1.02802460697,16.8,100.0,1.0,0.967184801382,83.2,1.00689822099,259.0,0.996153846154,,
BRN,6.38,1.0126984127,5.54,1.04331450094,5.45,0.733512786003,0.36,0.36,0.666666666667,0.666666666667,2.02,0.882096069869,57.49,1.2968644259,14.5,1.27528583993,-3.0,0.75,23.25,0.738564167726,,,2.57,1.4043715847,,,54.23,1.50764525994,,,,,16.98,2.74757281553,0.15,1.875,2.23,2.23,0.782456140351,0.782456140351,1.1,1.12244897959,,,-0.73,36.5,-10.0,-5.0,-7.66,-2.57912457912,-55.18,-8.70347003155,42.51,42.5,0.763016157989,0.763606969643,,,10.45,2.66581632653,,,,,,,,,,,0.841081354219,0.656602521566,1.88476190476,1.0,1.0,42.42,-11.6538461538,7.2,3.36448598131,22.79,0.558441558442,,,-7.0,-1.16666666667,-4.0,-1.33333333333,-25.44,-25.4,-2.59183673469,-2.59063136456,19.19,33.01,2.84079173838,15.42,1.43175487465,31.12,1.18372004564,3.96,0.849785407725,0.94438976378,110.56,1.07329385497,,,1.2,0.863309352518,,,6.73,0.663054187192,2.62,2.29824561404,6.68,2.03658536585,5.55,1.68693009119,100.0,18.0,0.58064516129,1.0,48.77,1.91105015674,8.0,1.0,8.28,1.0197044335,40.58,1.30482315113,100.0,1.0,61.8,1.27633209418,24.07,0.907616892911,55.2,100.0,1.0,0.849884526559,44.8,1.27817403709,16.0,1.33333333333,,
