Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * HKD,Book Value Per Share * HKD YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending HKD Mil,Cap Spending HKD Mil YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends HKD,Dividends HKD YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share HKD,Earnings Per Share HKD YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow HKD Mil,Free Cash Flow HKD Mil YOY,Free Cash Flow Per Share * HKD,Free Cash Flow Per Share * HKD YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income HKD Mil,Net Income HKD Mil YOY,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow HKD Mil,Operating Cash Flow HKD Mil YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income HKD Mil,Operating Income HKD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue HKD Mil,Revenue HKD Mil YOY,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital HKD Mil,Working Capital HKD Mil YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
FCS,6.28,1.17823639775,7.33,1.03385049365,3.8,0.873563218391,0.82,0.82,1.07894736842,1.07894736842,,,10.67,0.987962962963,67.52,0.959636156907,3.92,0.712727272727,,,-56.0,0.727272727273,20.86,0.896433175763,86.88,1.07206317868,3.33,0.741648106904,92.96,1.08370249475,32.01,0.933236151603,0.17,1.13333333333,,,,,0.88,1.1,,,-0.29,-7.25,1.42,1.42,1.07575757576,1.07575757576,2.15,1.12565445026,39.17,0.161946500186,,,,,1.47,2.82692307692,138.0,1.40816326531,-3.91,-0.197874493927,9.59,1.36415362731,32.48,32.5,1.09797297297,1.09581646424,14.56,1.30116175156,3.0,1.09090909091,15.66,3.93,0.922535211268,1.23307086614,1.18284142533,1.32167830754,17.001818,,,-35.0,-7.0,-0.45,0.692307692308,-2.46,-6.83333333333,37.1,0.941146626078,9.99,-2.57474226804,,,193.0,1.09659090909,,,19.0,0.95,1.33,1.3,0.866666666667,0.91724137931,4.52,2.56,0.898245614035,1.93,0.554597701149,3.67,1.2787456446,3.33,,3.37313432836,38.09,0.97591596208,,,2.02,0.680134680135,11.57,0.947583947584,11.4,1.07142857143,-2.02,-7.48148148148,-2.76,-7.45945945946,-2.13,-3.87272727273,100.0,,,1.433,1.01992882562,1.0,15.06,1.02868852459,121.0,0.9453125,,,379.37,6.85278179191,100.0,1.0,46.41,1.01089087345,13.94,1.36265884653,29.43,100.0,1.0,1.21360824742,70.57,0.931617161716,,,550.0,0.859375,,
FCX,4.15,1.22781065089,4.36,1.07920792079,1.1,0.964912280702,0.35,0.35,0.833333333333,0.833333333333,,,20.78,1.05696846389,90.98,1.30045740423,33.66,1.33201424614,,,-7.215,1.3649262202,0.79,0.252396166134,83.04,0.81062085123,1.75,0.837320574163,97.12,0.811904363819,28.81,0.990034364261,1.01,1.0412371134,,,1.25,1.0,-1.98,-0.0843270868825,,,-1.26,-0.477272727273,3.22,3.22,1.06270627063,1.06270627063,0.46,0.779661016949,,,,,,,-0.16,-0.380952380952,-1.584,-0.00185697538101,1.25,3.90625,-7.39,-1.8112745098,9.02,9.0,0.3,0.300266311585,,,,,9.12,3.76,1.23278688525,1.15297092288,0.303436852328,0.697783775202,23.0615603182,,,-1.268,-0.473134328358,-2.43,1.16267942584,-6.1,-0.48031496063,77.38,1.03615425817,-828.0,,,,5.631,0.917250366509,,,97.0,18.1274528126,0.45,0.5,0.01953125,0.0175918686474,5.22,1.12,1.75,7.24,1.20868113523,28.65,1.0467665327,1.81,0.905,16.3125,42.88,0.926534140017,58.1,1.27412280702,0.59,0.621052631579,0.59,0.59,12.67,1.01036682616,-2.14,-0.398510242086,-6.67,-0.482633863965,-3.32,-0.391509433962,100.0,,,21.438,1.02471201185,1.0,2.76,0.87898089172,1.039,1.03280318091,0.81,1.65306122449,,,100.0,1.0,15.38,0.978994271165,8.8,1.17021276596,68.9,100.0,1.0,1.02805132796,31.1,0.942995755003,,,3.873,0.744950952106,,
FDEF,,,0.28,1.03703703704,,,0.05,0.05,1.0,1.0,,,30.13,1.08733309275,,,4.87,2.34134615385,,,-5.0,2.5,1.92,1.12941176471,,,,,,,,,0.21,0.954545454545,,,0.63,1.575,33.02,1.03090852326,,,2.44,1.11415525114,7.8,7.8,0.993630573248,0.993630573248,2.56,1.01992031873,,,,,,,2.5,0.943396226415,25.0,0.675675675676,1.03,0.613095238095,24.8,0.653836013709,,,,,3.35,0.965417867435,,,,,,,1.25805044259,1.26222440841,30.7372725,,,24.0,1.09090909091,-1.1,0.594594594595,23.97,1.0582781457,1.86,1.02762430939,,,,,30.0,0.769230769231,,,33.0,1.03125,33.02,33.0,1.03125,1.03090852326,23.63,,,,,,,,,0.968442622951,,,24.0,1.51898734177,,,,,,,1.13,1.06603773585,8.81,1.05005959476,,,100.0,,,101.0,1.0306122449,1.0,42.26,1.01318628626,10.0,1.0,,,27.39,0.930366847826,100.0,1.0,,,,,87.17,100.0,1.0,0.998854130858,12.83,1.00785545954,,,,,,
FDML,13.1,1.17699910153,20.08,1.08952794357,7.3,1.19086460033,1.02,1.02,1.0625,1.0625,,,9.52,1.12529550827,85.55,1.00682593857,5.71,1.01964285714,,,-418.0,1.1,4.7,0.443396226415,84.68,0.921536619872,1.74,1.61111111111,66.56,0.981710914454,68.42,0.935338345865,3.18,5.2131147541,,,,,-1.44,-0.623376623377,,,-1.12,-3.39393939394,8.77,8.77,1.81950207469,1.81950207469,3.49,1.02949852507,,,,,,,0.2,-0.277777777778,-140.0,-3.68421052632,0.83,0.89247311828,-1.91,-3.41071428571,14.45,14.4,0.96,0.961410512309,18.14,0.948744769874,,,17.19,5.48,1.01858736059,1.15601882986,0.455735517403,0.795500729153,15.6599999545,,,-168.0,-4.09756097561,-1.31,1.36458333333,-2.3,-3.83333333333,30.56,1.07681465821,-33.49,,,,278.0,0.665071770335,,,-9.0,-0.0405405405405,-0.12,-0.1,-0.030303030303,-0.0366972477064,3.96,3.18,1.01923076923,6.14,1.11839708561,26.42,1.15069686411,2.63,1.28292682927,3.41379310345,50.29,1.02507134121,,,0.96,1.45454545455,,,5.33,1.06813627255,-2.36,-4.06896551724,-14.63,-3.95405405405,-4.43,-1.62867647059,100.0,,,7.317,1.07824933687,1.0,10.61,1.00094339623,150.0,1.21951219512,1.8,0.07630351844,,,100.0,1.0,45.15,0.960229689494,25.91,0.593041886015,88.59,100.0,1.0,1.11785488959,11.41,0.549879518072,,,1.36,0.00569037656904,,
FDP,6.25,1.03476821192,15.46,1.00520156047,8.04,1.04280155642,1.49,1.49,1.03472222222,1.03472222222,,,34.34,1.04376899696,90.71,0.984693877551,3.8,0.877598152425,,,-149.0,0.93125,1.27,0.774390243902,72.14,0.99066190607,2.54,0.958490566038,53.75,0.983711566618,34.96,1.01775836972,0.15,1.0,,,0.5,1.0,4.05,-9.0,,,2.53,-4.14754098361,1.53,1.53,1.01324503311,1.01324503311,3.46,0.99711815562,,,,,,,0.1,-0.833333333333,81.0,-1.62,0.57,0.385135135135,2.08,-1.50724637681,9.29,9.3,1.17721518987,1.17893401015,12.35,0.96484375,50.66,-10.6428571429,19.29,6.79,1.01646706587,0.936862554638,1.26133360177,1.20892963733,32.4064827727,,,142.0,-4.17647058824,-0.37,-1.1935483871,3.63,-3.90322580645,43.74,1.02845050553,112.24,-3.03187466234,,,230.0,2.11009174312,,,174.0,-6.21428571429,4.42,4.4,-5.5,-5.81578947368,0.39,2.88,1.77777777778,5.0,0.917431192661,19.36,1.01573976915,0.77,1.08450704225,0.1015625,16.57,1.02473716759,,,1.09,0.947826086957,,,10.44,0.982126058325,5.41,-4.03731343284,8.23,-4.19897959184,7.28,-4.28235294118,100.0,,,3.928,1.06652185718,1.0,4.48,0.933333333333,56.0,1.0,,,9.0,,100.0,1.0,38.91,0.992095869454,15.3,1.0351826793,34.67,100.0,1.0,1.02452718676,65.33,0.987454655381,,,632.0,0.998420221169,,
FDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34755904369,1.17065498544,120.969921381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDX,5.96,1.06428571429,16.51,1.09846972721,10.1,0.936920222635,1.37,1.37,0.978571428571,0.978571428571,,,53.35,1.0483395559,37.42,1.00753904146,7.75,1.01706036745,,,-3.533,1.04681481481,8.79,0.6,12.07,0.940031152648,1.82,0.928571428571,9.85,0.989949748744,43.43,1.04323804948,0.31,1.9375,,,0.6,1.07142857143,8.03,0.819387755102,,,7.48,0.87485380117,2.16,2.16,1.11917098446,1.11917098446,2.4,0.967741935484,,,,,,,2.5,0.606796116505,731.0,556.740289414,0.31,0.645833333333,1.6,0.540540540541,62.58,62.6,0.995230524642,0.995545657016,8.44,1.02801461632,21.56,0.696832579186,1.4,37.07,1.01090809926,1.02941176471,1.25575871545,1.42456411365,136.713295905,,,2.324,0.855670103093,-0.34,1.54545454545,4.6,1.30681818182,59.12,1.07354276376,-904.0,2.97368421053,,,4.264,0.909556313993,,,3.815,0.860396932792,8.37,8.4,0.84,0.836163836164,18.68,2.58,1.01176470588,3.17,1.00955414013,23.42,1.0236013986,,,1.02693787795,41.2,1.06322580645,11.4,0.942148760331,1.58,0.913294797688,,,8.4,0.957810718358,6.29,1.27845528455,12.84,1.32098765432,10.83,1.24482758621,100.0,,,45.567,1.0289023867,1.0,35.52,1.02510822511,310.0,0.977917981073,,,36.24,0.995057660626,100.0,1.0,29.28,0.871688002382,16.06,0.937536485698,53.8,100.0,1.0,1.11687772472,46.2,0.891375651167,,,4.371,0.791274438812,,
FE,2.45,0.987903225806,3.41,0.897368421053,0.63,0.9,0.29,0.29,0.966666666667,0.966666666667,,,30.16,1.00667556742,46.49,1.07193912843,22.01,1.24280067758,,,-3.312,1.25549658832,0.16,0.372093023256,14.66,1.50823045267,0.69,1.35294117647,40.93,0.897981570864,39.7,0.889336917563,1.54,1.232,,,1.44,0.654545454545,1.14,0.297650130548,,,0.71,0.755319148936,4.2,4.2,1.05793450882,1.05793450882,0.43,0.955555555556,,,,,,,-1.01,1.77192982456,-599.0,-24.9583333333,-2.0,-33.3333333333,-3.98,-24.875,53.51,53.5,0.945229681979,0.944905527106,12.3,0.966221523959,1.18,0.732919254658,1.57,8.92,1.11360799001,1.05369127517,0.870769168115,1.23603852662,34.6623200455,,,299.0,0.762755102041,-5.92,0.870588235294,1.99,0.756653992395,68.59,1.04018804974,192.0,,,,2.713,1.01915852742,,,1.062,0.671302149178,7.06,7.1,0.669811320755,0.664783427495,14.58,2.29,1.15656565657,11.67,0.856828193833,65.53,1.0980227882,1.65,1.13793103448,0.617796610169,65.97,0.81950310559,103.2,0.112577724446,0.34,1.21428571429,,,9.19,1.12347188264,0.58,0.74358974359,2.38,0.782894736842,3.02,0.980519480519,100.0,,,15.049,1.01054257319,1.0,31.88,1.42257920571,421.0,1.00477326969,4.99,0.521966527197,,,100.0,1.0,7.43,0.963683527886,10.66,0.703630363036,76.19,100.0,1.0,1.01817452893,23.81,0.945967421534,,,-1.685,0.449333333333,,
FEIC,5.52,1.07392996109,16.04,1.1768158474,4.29,1.05665024631,0.67,0.67,0.957142857143,0.957142857143,,,25.51,1.04420794106,53.14,1.00854052002,5.17,0.768202080238,,,-49.0,0.790322580645,25.55,0.739936287286,155.84,0.90153881754,2.77,0.814705882353,128.64,0.920369177935,81.63,1.00864945014,,,,,0.87,1.97727272727,13.27,0.811620795107,,,2.47,0.820598006645,1.36,1.36,1.0303030303,1.0303030303,5.95,0.858585858586,-46.78,-0.260874414455,,,,,2.81,0.816860465116,93.0,0.528409090909,0.89,0.640287769784,9.77,0.516111991548,46.86,46.9,0.991543340381,0.990488268865,15.86,1.233281493,212.55,2.61728851127,12.44,2.84,1.08812260536,0.976452119309,0.900588151692,1.01609739514,87.5674526364,,,105.0,0.826771653543,-0.26,0.530612244898,10.99,0.804538799414,11.55,1.0433604336,-39.94,-0.221777999889,,,143.0,0.600840336134,,,129.0,0.826923076923,13.53,13.5,0.803571428571,0.803444180523,2.02,4.19,0.961009174312,14.37,1.32932469935,5.58,1.06285714286,10.8,1.11685625646,16.8333333333,54.43,1.13775083612,27.9,1.92413793103,1.98,0.788844621514,10.73,0.976342129208,4.47,0.991130820399,7.39,0.776260504202,9.92,0.750946252839,9.89,0.77568627451,100.0,,,956.0,1.0312837109,1.0,20.58,1.06301652893,43.0,1.02380952381,,,17.23,1.04805352798,100.0,1.0,58.22,0.891987130381,20.98,1.09327774883,26.55,100.0,1.0,1.08633387889,73.45,0.972075172049,,,528.0,0.803652968037,,
FEIM,1.96,1.76576576577,15.22,1.01062416999,5.31,0.910806174957,0.63,0.63,0.984375,0.984375,,,10.2,1.04722792608,65.41,1.02894447066,7.55,2.31595092025,,,-5.0,2.5,19.86,0.995488721805,332.87,1.00129346649,9.06,1.04257767549,307.08,1.02668004012,39.59,0.801903990277,0.11,1.57142857143,,,,,8.81,1.19376693767,,,0.46,1.06976744186,1.35,1.35,1.02272727273,1.02272727273,7.32,0.886198547215,,,,,,,-0.44,-1.69230769231,-2.0,-2.0,-0.44,-2.75,-2.46,-2.89411764706,34.59,34.6,0.950549450549,0.949492176777,0.58,0.805555555556,41.38,1.52806499261,34.51,1.19,0.975409836066,1.00174165457,1.28029029118,1.11934256445,10.760952381,,,4.0,1.0,1.99,3.37288135593,5.65,1.05607476636,9.41,1.23167539267,28.56,0.888612321095,,,4.0,1.33333333333,,,5.0,1.0,6.81,6.8,1.0,1.0029455081,,3.96,0.803245436105,16.47,0.954229432213,17.93,1.13986013986,0.86,0.527607361963,,13.81,0.86150966937,,,4.32,1.05623471883,8.12,0.977135980746,9.22,1.24763193505,3.54,1.03206997085,4.73,1.03728070175,3.82,0.994791666667,100.0,,,72.0,1.04347826087,1.0,19.66,0.921706516643,9.0,1.0,,,35.87,1.30294224482,100.0,1.0,73.55,0.988708159699,8.12,0.948598130841,26.05,100.0,1.0,1.07245780156,73.95,0.976753401136,,,78.0,1.08333333333,,
FELE,6.58,,13.36,,5.77,,0.98,0.98,,,,,13.33,,67.13,,3.39,,,,-36.0,,5.5,,119.75,,2.33,,106.92,,46.18,,0.24,,,,0.35,,8.56,,,,1.41,,1.8,1.8,,,5.01,,-61.14,,,,,,0.1,,12.0,,0.17,,1.13,,32.87,32.9,,,34.31,,9.36,,20.5,3.41,,,0.784838259208,0.870861527485,36.6263453636,,,70.0,,-0.99,,6.51,,19.5,,-51.82,,,,47.0,,,,100.0,,9.55,9.6,,,1.59,4.28,,2.55,,12.48,,3.1,,,33.36,,20.5,,1.01,,,,7.9,,6.41,,11.44,,9.83,,100.0,,,1.048,,,21.73,,48.0,,3.17,,21.01,,100.0,,43.64,,18.69,,44.53,100.0,,,55.47,,,,268.0,,,
FFBC,,,3.86,0.873303167421,0.95,0.693430656934,0.04,0.04,0.8,0.8,,,12.59,1.04655029094,,,3.63,1.5,,,-11.0,1.57142857143,1.84,0.821428571429,,,,,,,,,0.06,0.666666666667,,,0.61,1.01666666667,32.48,1.45129579982,,,1.09,1.31325301205,9.21,9.21,0.978746014878,0.978746014878,2.1,0.985915492958,,,,,,,1.27,0.417763157895,46.0,0.292993630573,0.71,0.218461538462,15.74,0.302634108825,,,,,2.02,1.28662420382,,,,,,,1.06550186037,1.10996004633,16.8994804545,,,65.0,1.35416666667,-0.52,0.176271186441,22.22,1.38788257339,1.96,0.915887850467,,,,,57.0,0.34756097561,,,95.0,1.39705882353,32.48,32.5,1.45089285714,1.45129579982,22.22,,,,,,,,,0.701167560745,,,70.6,1.22569444444,,,,,,,0.95,1.26666666667,8.87,1.27809798271,,,100.0,,,293.0,0.970198675497,1.0,44.77,1.0416472778,59.0,1.01724137931,7.73,0.758586849853,31.6,1.11033028812,100.0,1.0,,,,,89.14,100.0,1.0,0.997426429451,10.86,1.02163687676,,,,,,
FFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25797216053,1.27556556204,48.6965616818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFIC,,,0.34,0.918918918919,,,0.03,0.03,1.0,1.0,,,15.39,1.08533145275,,,2.83,5.44230769231,,,-4.0,4.0,0.67,0.943661971831,,,,,,,,,2.06,1.0404040404,,,0.6,1.15384615385,47.7,1.2196369215,,,1.48,1.1746031746,11.13,11.13,1.01923076923,1.01923076923,7.23,0.99861878453,,,,,,,1.95,0.836909871245,53.0,0.716216216216,1.2,0.615384615385,34.76,0.732869491883,,,,,0.32,0.941176470588,,,,,,,1.13456280273,0.988983240988,18.6644299091,,,44.0,1.15789473684,3.94,-0.438752783964,28.98,1.19161184211,0.43,1.0,,,,,57.0,0.77027027027,,,73.0,1.19672131148,47.7,47.7,1.2199488491,1.2196369215,19.62,,,,,,,,,1.05996758509,,,38.4,0.857142857143,,,,,,,0.9,1.09756097561,9.96,1.15411355736,,,100.0,,,153.0,0.987096774194,1.0,36.62,1.09640718563,30.0,1.0,,,39.24,1.03782068236,100.0,1.0,,,,,91.01,100.0,1.0,1.00187142228,8.99,0.981441048035,,,,,,
FFIN,0.15,0.9375,,,,,0.05,0.05,1.0,1.0,,,10.36,1.15625,,,6.67,1.38095238095,,,-17.0,1.54545454545,4.48,0.971800433839,,,,,,,,,,,,,0.55,1.05769230769,45.44,1.01837740923,,,1.39,1.12096774194,8.58,8.58,0.96512935883,0.96512935883,2.63,1.00766283525,,,,,,,1.54,1.02666666667,114.0,1.15151515152,1.27,1.016,43.68,1.03876337693,,,,,1.66,0.887700534759,,,,,,,1.09742581957,0.937292577841,28.4391257727,,,90.0,1.13924050633,-1.71,1.06875,34.32,1.01960784314,1.76,0.96174863388,,,,,131.0,1.19090909091,,,119.0,1.13333333333,45.44,45.4,1.01793721973,1.01837740923,13.57,,,,,,,,,0.938450899032,,,39.3,0.92037470726,,,,,,,1.62,1.0,14.11,1.02394775036,,,100.0,,,261.0,1.11538461538,1.0,39.28,0.998982706002,64.0,1.0,6.28,0.707207207207,24.48,0.995931651749,100.0,1.0,,,,,88.35,100.0,1.0,0.995492957746,11.65,1.03555555556,,,,,,
FFIV,2.0,1.19760479042,11.09,1.21202185792,4.58,1.15656565657,0.78,0.78,1.08333333333,1.08333333333,,,19.09,1.00157397692,17.9,1.04800936768,1.31,0.731843575419,,,-23.0,0.851851851852,29.54,1.21513780337,24.91,0.894434470377,1.57,1.06081081081,25.61,0.974876284735,47.04,0.980612883052,,,,,,,28.71,0.970916469395,,,4.09,1.16857142857,1.6,1.6,1.10344827586,1.10344827586,26.58,1.10473815461,11.24,6.73053892216,,,,,6.56,1.11375212224,526.0,1.11205073996,1.69,0.988304093567,30.38,0.951158422041,82.1,82.1,0.990349819059,0.990110950314,28.01,1.05578590275,,,1.12,14.25,1.02591792657,1.31764705882,0.95160691931,1.38302079856,123.364762476,,,311.0,1.12274368231,0.22,0.448979591837,17.97,0.959935897436,3.06,1.07368421053,9.87,11.476744186,,,549.0,1.098,,,494.0,1.14617169374,28.5,28.5,0.979381443299,0.980055020633,,3.97,1.73362445415,23.21,0.682245737801,8.18,1.29841269841,22.17,1.17363684489,,47.74,1.02887931034,,,1.39,1.02962962963,15.23,1.07632508834,7.76,1.0197109067,14.1,1.05302464526,21.4,1.10651499483,21.4,1.10651499483,100.0,,,1.732,1.16948008103,1.0,38.38,0.971153846154,76.0,0.962025316456,,,37.43,1.01989100817,100.0,1.0,45.71,1.24890710383,29.15,1.17920711974,37.33,100.0,1.0,1.20341715023,62.67,0.908524209916,,,362.0,1.36603773585,,
FFKT,0.01,1.0,,,,,0.04,0.04,1.0,1.0,,,21.12,1.14347590688,,,2.76,0.601307189542,,,-2.0,0.5,5.27,1.47619047619,,,,,,,,,0.3,0.857142857143,,,,,29.12,1.25139664804,,,1.94,1.25974025974,10.94,10.94,0.846749226006,0.846749226006,2.18,1.02830188679,,,,,,,3.15,0.926470588235,27.0,1.35,1.63,1.07236842105,34.69,1.30071241095,,,,,0.03,0.6,,,,,,,1.16055253204,1.08831196461,22.9110992727,,,16.0,1.23076923077,5.63,1.66568047337,18.76,1.25401069519,1.96,0.98,,,,,29.0,1.20833333333,,,23.0,1.27777777778,29.12,29.1,1.24892703863,1.25139664804,29.54,,,,,,,,,0.911728395062,,,,,,,,,,,0.81,1.265625,9.59,1.16242424242,,,100.0,,,77.0,1.0,1.0,46.98,0.984492875105,7.0,1.0,,,27.04,1.09032258065,100.0,1.0,,,,,90.3,100.0,1.0,0.996688741722,9.7,1.03191489362,,,,,,
FFNW,,,0.35,0.875,0.02,2.0,0.04,0.04,1.33333333333,1.33333333333,,,11.99,1.05918727915,,,1.0,3.125,,,-0.0,,11.1,1.8407960199,,,,,,,,,0.75,1.15384615385,,,0.2,1.66666666667,50.21,1.4668419515,,,0.71,0.486301369863,5.17,5.17,1.034,1.034,1.94,1.07777777778,,,,,,,1.28,1.58024691358,18.0,1.2,1.71,2.75806451613,55.41,1.17046894804,,,,,,,,,,,,,1.17420494594,1.14152972232,11.4765038182,,,11.0,0.458333333333,6.37,20.5483870968,32.44,0.42118930148,1.79,0.952127659574,,,,,19.0,1.26666666667,,,17.0,1.54545454545,50.21,50.2,1.46783625731,1.4668419515,10.79,,,,,,,,,0.93907745866,,,25.0,4.03225806452,,,,,,,1.15,0.437262357414,5.84,0.443432042521,,,100.0,,,33.0,1.03125,1.0,45.37,0.831104597912,15.0,0.882352941176,,,35.4,,100.0,1.0,,,,,80.64,100.0,1.0,1.00825206302,19.36,0.967032967033,,,,,,
FGP,4.12,1.21176470588,11.36,1.16872427984,,,1.64,1.64,1.13888888889,1.13888888889,,,-1.11,2.84615384615,67.11,1.07204472843,2.19,1.05797101449,,,-53.0,1.29268292683,0.53,1.10416666667,39.85,0.877946684292,1.03,1.10752688172,29.74,0.823594572141,23.51,0.997031382528,,,,,2.0,1.0,1.51,0.505016722408,,,0.41,0.577464788732,,,,,4.0,1.23076923077,-56.8,-0.453275875828,,,,,1.16,0.479338842975,73.0,0.431952662722,2.2,0.733333333333,3.04,0.354725787631,32.89,32.9,0.879679144385,0.879411764706,34.94,1.06981016534,1.42,0.855421686747,9.28,12.27,1.21364985163,1.07407407407,0.903046474639,1.25942047986,20.7522145909,,,33.0,0.589285714286,-4.5,1.00446428571,1.37,0.484098939929,38.91,0.894688434123,-40.19,-0.583309143687,,,126.0,0.6,,,144.0,0.972972972973,6.0,6.0,0.8,0.803212851406,22.54,2.04,1.07936507937,2.94,0.939297124601,2.22,0.932773109244,7.43,1.51016260163,4.74526315789,13.39,0.9357092942,307.6,0.938090881366,0.53,1.15217391304,,,15.53,1.00322997416,2.25,0.554187192118,,,,,100.0,,,2.406,1.2182278481,1.0,4.35,0.172756155679,80.0,1.01265822785,9.53,1.04153005464,6.94,2.2101910828,100.0,1.0,23.21,1.12017374517,21.08,1.00668576886,100.0,100.0,1.0,1.0,,,,,10.0,-0.47619047619,,
FHCO,3.55,1.3813229572,9.29,1.3386167147,7.11,0.998595505618,0.73,0.73,0.760416666667,0.760416666667,,,1.01,1.08602150538,46.42,1.04667418264,0.4,0.416666666667,,,-0.0,,18.3,0.721324398896,94.34,1.3090051339,3.87,0.780241935484,87.37,1.70511319282,39.54,0.707587687903,,,,,0.21,0.807692307692,16.16,0.511716276124,,,0.08,0.16,1.13,1.13,1.00892857143,1.00892857143,13.25,0.936395759717,-68.95,-3.58554342174,,,,,0.01,0.0212765957447,4.0,0.363636363636,1.47,1.8375,14.57,0.39885026006,53.58,53.6,0.964028776978,0.962803234501,,,,,9.42,4.18,0.587078651685,1.34763948498,0.398817936528,0.407505181948,3.70619047619,,,2.0,0.142857142857,0.14,0.304347826087,9.93,0.217810923448,5.06,0.848993288591,-68.92,-4.96541786744,,,4.0,0.333333333333,,,4.0,0.4,16.02,16.0,0.514469453376,0.514781491003,,4.26,0.488532110092,53.67,1.16623207301,0.72,0.705882352941,,,,32.57,0.929243937233,84.9,1.86593406593,2.59,0.777777777778,0.02,1.0,9.23,1.4134762634,7.28,0.166514181153,8.18,0.158619352337,8.18,0.158619352337,100.0,,,24.0,0.774193548387,1.0,37.53,1.53121175031,29.0,1.0,,,38.52,,100.0,1.0,41.27,0.859433569346,10.67,1.10113519092,11.39,100.0,1.0,1.06349206349,88.61,0.99238436555,,,10.0,0.769230769231,,
