Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * HKD,Book Value Per Share * HKD YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending HKD Mil,Cap Spending HKD Mil YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends HKD,Dividends HKD YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share HKD,Earnings Per Share HKD YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow HKD Mil,Free Cash Flow HKD Mil YOY,Free Cash Flow Per Share * HKD,Free Cash Flow Per Share * HKD YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income HKD Mil,Net Income HKD Mil YOY,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow HKD Mil,Operating Cash Flow HKD Mil YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income HKD Mil,Operating Income HKD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue HKD Mil,Revenue HKD Mil YOY,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital HKD Mil,Working Capital HKD Mil YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
FHN,0.07,0.777777777778,0.17,0.894736842105,,,0.05,0.05,1.0,1.0,,,9.52,1.10185185185,,,2.67,1.19196428571,,,-31.0,1.14814814815,7.68,1.69162995595,,,,,,,,,0.85,1.03658536585,,,0.2,1.0,27.02,17.8940397351,,,0.91,10.1111111111,11.67,11.67,1.03457446809,1.03457446809,3.87,0.962686567164,,,,,,,3.65,2.51724137931,673.0,1.66584158416,3.03,0.2017310253,57.17,1.72928009679,,,,,0.69,0.69,,,,,,,1.1222935454,1.18471178188,12.7424189545,,,223.0,8.25925925926,-2.29,0.508888888889,18.11,9.33505154639,1.18,0.921875,,,,,705.0,1.63573085847,,,318.0,17.6666666667,27.02,27.0,18.0,17.8940397351,16.46,,,,,,,,,0.475997686524,,,22.0,0.06875,,,,,,,0.86,8.6,9.9,9.0,,,100.0,,,1.178,0.963993453355,1.0,54.22,0.912640969534,237.0,0.9875,0.61,0.802631578947,25.36,,100.0,1.0,,,,,91.06,100.0,1.0,1.00363716522,8.94,0.964401294498,,,,,,
FICO,1.85,1.12121212121,13.02,1.05254648343,7.79,1.33619210978,0.67,0.67,1.046875,1.046875,,,14.95,1.00945307225,31.6,1.02364755426,1.6,0.492307692308,,,-13.0,0.541666666667,8.81,1.23044692737,,,0.85,0.566666666667,,,53.81,0.98480966325,0.83,0.988095238095,,,0.08,1.0,16.87,0.950422535211,,,2.72,1.09677419355,2.62,2.62,1.19634703196,1.19634703196,19.28,1.11832946636,45.07,6.09878213802,,,,,3.62,1.34572490706,162.0,1.44642857143,1.71,1.37903225806,20.59,1.36719787517,68.4,68.4,0.98986975398,0.989440185158,69.43,0.970099203577,5.66,1.05597014925,,,,,1.42713924086,1.10272001998,58.2745029524,,,95.0,1.05555555556,-3.64,0.914572864322,12.03,0.992574257426,3.08,0.79177377892,28.59,5.82281059063,,,175.0,1.28676470588,,,162.0,1.0,20.52,20.5,0.944700460829,0.94388224471,2.05,2.36,1.22916666667,3.29,1.06472491909,1.7,1.09677419355,4.74,1.12056737589,0.89519650655,30.17,0.993741765481,3.3,0.942857142857,0.76,0.554744525547,10.57,1.1731409545,6.78,1.01497005988,8.06,1.03732303732,19.26,1.07417735639,11.52,1.02949061662,100.0,,,789.0,1.06191117093,1.0,35.26,0.976731301939,35.0,0.972222222222,14.26,7.20202020202,28.73,0.905166981727,100.0,1.0,24.2,1.12820512821,28.63,2.00490196078,61.87,100.0,1.0,1.13920088382,38.13,0.834537097833,,,-53.0,-0.638554216867,,
FIG,,,5.4,0.354796320631,6.28,0.387415175817,0.42,0.42,0.807692307692,0.807692307692,,,1.36,0.971428571429,,,3.69,4.05494505495,,,-45.0,4.09090909091,12.49,0.916360968452,,,1.01,1.0412371134,,,73.27,0.738534421933,2.42,,,,0.32,1.33333333333,20.5,0.472023946581,,,0.43,0.544303797468,9.24,9.24,2.85185185185,2.85185185185,11.41,0.316592674806,,,,,,,0.3,0.365853658537,195.0,0.463182897862,1.93,0.919047619048,16.2,0.486340438307,100.0,100.0,1.0,1.0,13.38,334.5,,,,,,,0.714833760683,1.00036421331,6.54465159091,,,101.0,0.505,2.76,0.191799861015,5.52,0.348264984227,4.78,3.76377952756,,,,,240.0,0.554272517321,,,214.0,0.58310626703,17.74,17.7,0.610344827586,0.6108815427,1.93,,,63.95,0.915664375716,45.21,1.1410903584,11.46,0.869499241275,1.27814569536,,,40.0,1.06100795756,1.01,1.0412371134,,,4.98,1.35694822888,2.32,0.279855247286,13.62,0.493120926865,8.33,0.325009754194,100.0,,,1.206,0.953359683794,1.0,80.33,1.15665946724,455.0,0.908183632735,,,4.05,0.338063439065,100.0,1.0,17.89,0.620103986135,17.74,0.60074500508,89.17,100.0,1.0,1.28951554591,10.83,0.351053484603,,,9.0,-0.5,,
FII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928249000026,1.23565217341,29.0362934545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINL,14.67,1.36974789916,1.95,0.933014354067,6.13,2.77375565611,2.18,2.18,1.06862745098,1.06862745098,,,11.1,1.07558139535,67.23,1.01189042745,4.89,0.865486725664,,,-82.0,1.0,27.77,0.864301276066,60.47,0.942487531172,2.93,0.798365122616,89.06,1.00815032828,3.37,1.1196013289,,,,,0.29,1.16,7.32,0.939666238768,,,1.56,1.11428571429,1.42,1.42,1.05185185185,1.05185185185,8.27,0.881663113006,,,,,,,-0.02,-0.0952380952381,37.0,-inf,0.49,,2.23,-223.0,32.77,32.8,0.97619047619,0.976460071514,3.1,1.51960784314,,,36.88,4.1,0.992736077482,1.06867574616,0.953702203393,1.40416316714,24.2815272632,,,77.0,1.08450704225,0.13,13.0,4.6,0.929292929293,27.05,1.05788032851,,,,,119.0,1.46913580247,,,120.0,1.07142857143,7.19,7.2,0.923076923077,0.924164524422,0.17,2.14,2.45977011494,1.11,0.397849462366,5.95,0.884101040119,0.48,0.11970074813,0.395348837209,31.95,1.1750643619,20.2,1.27044025157,1.27,0.705555555556,,,108.36,0.893690721649,10.04,0.996031746032,13.89,1.02433628319,13.89,1.02433628319,100.0,,,1.67,1.15731115731,1.0,25.42,1.00276134122,49.0,0.98,,,38.59,1.00233766234,100.0,1.0,68.73,0.9875,23.48,1.23774380601,29.43,100.0,1.0,1.14513618677,70.57,0.949798115747,,,373.0,1.04189944134,,
FIS,1.29,1.22857142857,9.26,1.02320441989,3.42,0.830097087379,0.45,0.45,1.02272727273,1.02272727273,,,22.66,0.990384615385,67.48,0.999703703704,5.79,1.04512635379,,,-371.0,1.10416666667,3.39,0.864795918367,,,1.55,1.09929078014,,,60.16,1.04571527898,0.77,1.16666666667,,,0.96,1.09090909091,16.42,1.20913107511,,,2.35,1.39880952381,2.21,2.21,1.04245283019,1.04245283019,13.91,0.983734087694,9.61,-2.7223796034,,,,,2.41,1.02118644068,794.0,1.09668508287,1.17,0.795918367347,12.37,1.03601340034,32.52,32.5,1.0,1.00061538462,76.02,0.992169146437,7.1,1.3786407767,,,,,1.01313847357,1.22363562526,60.0860446364,,,679.0,1.37728194726,-3.39,0.858227848101,10.59,1.30418719212,3.33,1.06050955414,9.87,7.59230769231,,,1.165,1.09905660377,,,1.27,1.19473189087,19.81,19.8,1.13142857143,1.13006274957,,4.37,1.12919896641,3.62,1.06784660767,9.02,0.921348314607,5.89,1.05935251799,,14.06,1.30912476723,48.2,1.06637168142,1.15,1.06481481481,,,6.07,0.957413249211,4.77,1.33240223464,10.34,1.38605898123,6.94,1.25497287523,100.0,,,6.414,1.05789213261,1.0,12.71,0.849031396126,288.0,0.979591836735,0.09,0.0978260869565,31.81,0.848719316969,100.0,1.0,17.03,1.01068249258,11.01,0.919031719533,54.85,100.0,1.0,1.0376466137,45.15,0.957785320322,,,874.0,1.28718703976,,
FISI,,,,,,,0.04,0.04,1.0,1.0,,,18.45,1.10677864427,,,4.47,1.52559726962,,,-5.0,1.66666666667,1.88,0.921568627451,,,,,,,,,,,,,0.77,1.04054054054,32.72,1.00491400491,,,2.0,1.14285714286,11.78,11.78,0.955393349554,0.955393349554,3.29,1.02492211838,,,,,,,2.55,1.13333333333,30.0,0.882352941176,1.02,0.772727272727,25.1,0.864920744314,,,,,2.22,1.29824561404,,,,,,,1.1454088797,1.07076475884,23.3862790455,,,29.0,1.11538461538,-6.54,0.838461538462,23.42,1.13304305757,1.18,0.959349593496,-529.0,1.36340206186,,,35.0,0.945945945946,,,39.0,1.02631578947,32.72,32.7,1.00306748466,1.00491400491,22.07,,,,,,,,,1.06773101113,,,40.0,0.985221674877,,,,,,,0.93,1.09411764706,11.16,1.09842519685,,,100.0,,,119.0,1.02586206897,1.0,38.67,0.992047203694,14.0,1.0,10.84,0.941789748045,24.69,0.756202143951,100.0,1.0,,,,,90.95,100.0,1.0,0.996166484118,9.05,1.04022988506,,,,,,
FISV,0.65,0.928571428571,8.55,1.08365019011,9.04,1.24861878453,0.54,0.54,1.01886792453,1.01886792453,,,14.41,1.06899109792,56.87,0.986127969482,5.76,1.17551020408,,,-292.0,1.23728813559,3.15,0.75,,,1.0,0.847457627119,,,55.8,1.04085058758,1.13,1.07619047619,,,,,20.67,1.10831099196,,,2.98,1.22131147541,2.83,2.83,1.0679245283,1.0679245283,17.38,0.929411764706,26.4,1.03651354535,,,,,4.01,1.42704626335,1.015,0.00126400996264,1.35,1.08870967742,20.04,1.20143884892,43.13,43.1,1.01891252955,1.01889912592,77.24,0.998577892696,7.38,1.13888888889,,,,,1.31831507731,1.25185081505,70.9945463182,,,754.0,1.16358024691,-3.22,0.949852507375,14.88,1.10549777117,3.4,1.21428571429,25.79,1.05566925911,,,1.307,1.25794032724,,,1.21,1.14043355325,23.88,23.9,1.08636363636,1.0834845735,,4.22,0.952595936795,3.45,1.03603603604,9.05,1.02491506229,5.24,1.02946954813,,8.11,0.752319109462,,,0.73,0.848837209302,,,6.54,0.960352422907,8.0,1.11111111111,21.92,1.18422474338,11.8,1.10590440487,100.0,,,5.066,1.05234732032,1.0,19.25,0.948743223263,252.0,0.947368421053,0.99,1.0206185567,36.68,1.00410621407,100.0,1.0,15.92,0.963680387409,15.92,1.13714285714,64.71,100.0,1.0,1.03851709196,35.29,0.936322631998,,,,,,
FITB,,,,,1.46,1.08148148148,0.04,0.04,0.8,0.8,,,17.08,1.04019488429,,,3.57,0.50495049505,,,-216.0,0.45,7.93,1.24685534591,,,,,,,,,1.04,1.46478873239,,,0.51,1.08510638298,33.51,0.875620590541,,,1.66,0.821782178218,9.7,9.7,1.00831600832,1.00831600832,1.88,0.882629107981,,,,,,,2.2,0.616246498599,1.86,0.452004860267,1.26,0.5625,30.73,0.506928406467,,,,,2.37,0.908045977011,,,,,,,1.03396800708,1.00957452006,19.0253273636,,,1.481,0.806644880174,-5.2,1.54302670623,23.36,0.881509433962,2.3,0.92,,,,,2.076,0.451795429815,,,2.028,0.780600461894,33.51,33.5,0.874673629243,0.875620590541,18.51,,,,,,,,,1.06135321101,,,29.9,1.33482142857,,,,,,,1.05,0.734265734266,10.15,0.758028379388,,,100.0,,,6.052,0.891573364761,1.0,42.78,1.04571009533,843.0,0.941899441341,1.12,1.05660377358,26.87,0.904104979812,100.0,1.0,,,,,88.73,100.0,1.0,0.998986714704,11.27,1.00805008945,,,,,,
FIX,15.95,0.95223880597,47.93,1.0163273961,12.48,0.918998527246,2.22,2.22,0.965217391304,0.965217391304,,,8.02,1.04699738903,82.3,0.999635612778,1.36,1.0625,,,-19.0,1.11764705882,4.82,0.557225433526,44.01,1.0850591716,1.46,0.993197278912,2.68,0.908474576271,73.87,1.04750425411,0.13,,,,0.23,1.09523809524,2.85,0.826086956522,,,0.61,0.835616438356,2.17,2.17,1.06896551724,1.06896551724,27.5,0.894308943089,11.18,0.91339869281,,,,,0.84,0.875,23.0,1.09523809524,1.01,1.31168831169,1.66,1.07096774194,17.7,17.7,1.0,1.00169779287,27.94,1.10653465347,22.65,0.635700252596,1.3,135.98,1.09936130649,0.928571428571,1.89435547209,0.852230848349,16.0161111364,,,23.0,0.851851851852,-0.14,-3.5,1.63,0.810945273632,8.38,1.0757381258,10.75,0.414417887433,,,43.0,1.13157894737,,,42.0,0.913043478261,2.99,3.0,0.882352941176,0.876832844575,-0.01,8.02,0.916571428571,1.62,1.62,5.61,0.924217462932,13.73,0.994927536232,0.25,32.54,0.98905775076,45.8,1.52159468439,1.24,0.992,,,4.94,0.953667953668,3.64,0.789587852495,7.66,0.795430944964,7.56,0.774590163934,100.0,,,1.411,1.03979366249,1.0,14.72,1.0286512928,38.0,1.0,,,28.87,0.744263985563,100.0,1.0,62.06,0.940730635137,42.45,0.948179584543,53.99,100.0,1.0,1.06195908733,46.01,0.935923515053,,,131.0,1.0234375,,
FIZZ,20.47,0.965110796794,26.12,0.850537284272,8.47,0.923664122137,2.97,2.97,0.967426710098,0.967426710098,,,2.19,1.7380952381,66.05,0.983179517714,1.89,1.29452054795,,,-12.0,1.2,13.43,1.53310502283,31.91,1.18934029072,2.22,1.07766990291,35.83,1.09005171889,34.81,1.00490762125,0.28,0.388888888889,,,,,9.84,0.924812030075,,,0.92,0.910891089109,2.1,2.1,0.702341137124,0.702341137124,10.98,0.945736434109,31.69,3.169,,,,,0.73,0.935897435897,40.0,1.29032258065,0.92,1.41538461538,6.28,1.35930735931,33.95,33.9,1.03353658537,1.03443022547,6.62,0.936350777935,96.62,0.549539301558,19.71,10.19,0.917191719172,1.04840425532,1.20524675511,1.40319029855,19.3177665714,,,44.0,0.936170212766,-0.21,2.33333333333,6.69,0.947592067989,26.7,0.971969421187,30.1,4.41997063142,,,52.0,1.3,,,64.0,0.901408450704,10.05,10.1,0.943925233645,0.936626281454,,4.98,1.10913140312,2.44,0.903703703704,9.93,0.832355406538,,,,38.73,0.952064896755,,,1.37,1.05384615385,,,10.49,0.995256166983,19.89,0.917858790955,48.88,0.999386628501,33.94,1.05142503098,100.0,,,641.0,0.968277945619,1.0,23.9,1.08193752829,47.0,1.02173913043,,,30.86,0.923952095808,100.0,1.0,64.23,1.02342256214,28.95,0.952302631579,52.34,100.0,1.0,0.789441930618,47.66,1.41424332344,,,79.0,1.16176470588,,
FL,7.54,0.85197740113,2.84,1.40594059406,2.72,1.43157894737,1.9,1.9,0.984455958549,0.984455958549,,,16.81,1.10664911126,67.21,1.00163934426,3.17,1.20075757576,,,-206.0,1.26380368098,24.86,0.902031930334,80.91,1.03518423746,3.75,1.00806451613,99.64,1.0128074812,4.69,1.35942028986,0.05,0.833333333333,,,0.8,1.11111111111,10.19,1.03767820774,,,2.85,1.10465116279,1.4,1.4,0.985915492958,0.985915492958,12.05,0.893916913947,28.06,-1.05211848519,,,,,1.87,0.86976744186,324.0,1.28063241107,0.76,1.1875,4.98,1.21760391198,32.79,32.8,0.996960486322,0.996656534954,6.6,1.20218579235,,,34.99,3.66,0.986522911051,1.00952106174,1.39718583489,1.20844886864,37.6154545714,,,429.0,1.08060453401,-0.05,0.208333333333,6.59,1.02647975078,16.92,1.16288659794,27.4,-1.68098159509,,,530.0,1.27403846154,,,666.0,1.07073954984,10.24,10.2,1.0099009901,1.01789264414,2.04,4.7,0.791245791246,9.09,0.930399181167,10.47,1.59603658537,6.08,0.906110283159,1.06806282723,23.42,0.989438107309,28.6,0.986206896552,1.54,0.980891719745,,,77.9,0.737130961393,12.52,1.01212611156,17.61,0.994915254237,16.67,0.989904988124,100.0,,,6.505,1.05224846328,1.0,20.51,0.979933110368,151.0,0.980519480519,,,35.29,1.01994219653,100.0,1.0,67.39,0.96024508407,17.95,0.950238221281,28.42,100.0,1.0,0.966666666667,71.58,1.01388101983,,,1.724,0.998262883613,,
FLIC,0.31,2.81818181818,,,,,0.03,0.03,1.0,1.0,,,11.07,1.13306038895,,,8.39,1.9331797235,,,-6.0,2.0,1.21,0.817567567568,,,,,,,,,1.48,1.07246376812,,,0.48,1.06666666667,39.16,1.00720164609,,,1.1,1.06796116505,11.67,11.67,1.00430292599,1.00430292599,2.84,1.0,,,,,,,1.45,0.966666666667,29.0,0.783783783784,1.28,0.744186046512,39.48,0.748577929465,,,,,,,,,,,,,1.17825204064,0.983858953376,16.7053290909,,,23.0,1.09523809524,-4.29,0.99535962877,30.96,1.01077375122,1.02,1.0,,,,,36.0,0.9,,,29.0,1.07407407407,39.16,39.2,1.00771208226,1.00720164609,24.64,,,,,,,,,1.0186027284,,,43.1,0.990804597701,,,,,,,0.9,0.957446808511,10.46,1.01160541586,,,100.0,,,74.0,1.05714285714,1.0,31.91,0.978534191966,21.0,1.0,5.02,1.09130434783,20.94,0.987270155587,100.0,1.0,,,,,91.43,100.0,1.0,1.00043768465,8.57,0.995354239257,,,,,,
FLIR,4.17,1.1393442623,15.07,1.23221586263,5.41,1.09292929293,0.65,0.65,0.984848484848,0.984848484848,,,11.62,1.01840490798,50.98,1.0045320197,4.0,1.14942528736,,,-61.0,1.17307692308,22.57,0.97494600432,189.05,0.912844036697,4.33,0.913502109705,155.61,0.891696750903,76.45,1.00817618357,0.22,0.95652173913,,,0.4,1.11111111111,16.3,1.06535947712,,,1.39,1.1393442623,1.46,1.46,1.00689655172,1.00689655172,6.36,0.946428571429,-45.53,-1.30271816881,,,,,1.48,0.711538461538,165.0,0.544554455446,0.82,0.479532163743,10.78,0.532608695652,49.02,49.0,0.993914807302,0.995329949239,29.16,0.936115569823,18.1,1.04927536232,13.62,2.35,1.12440191388,0.925900747791,0.912963093497,1.12132102621,31.3842830455,,,200.0,1.12994350282,-0.63,0.79746835443,13.08,1.1056635672,10.5,1.05105105105,-36.26,-1.49156725627,,,226.0,0.63661971831,,,259.0,1.07468879668,16.94,16.9,1.04968944099,1.05282784338,1.07,5.63,0.970689655172,3.45,1.16161616162,3.26,0.944927536232,2.74,1.0873015873,0.618497109827,43.01,0.994910941476,35.8,1.62727272727,2.86,0.953333333333,9.33,0.945288753799,4.77,0.991683991684,8.53,1.08939974457,12.43,1.1279491833,10.59,1.09400826446,100.0,,,1.531,1.02339572193,1.0,21.69,1.00556328234,144.0,0.993103448276,0.64,1.0,19.74,0.869603524229,100.0,1.0,56.89,1.01789228842,13.15,1.11440677966,31.62,100.0,1.0,1.0150882825,68.38,0.993173565723,,,1.03,0.997095837367,,
FLL,2.91,1.69186046512,3.31,2.73553719008,4.22,0.774311926606,0.82,0.82,0.901098901099,0.901098901099,,,3.41,0.839901477833,55.3,1.02788104089,7.88,1.84976525822,,,-10.0,1.66666666667,11.1,1.14669421488,,,1.3,0.646766169154,,,5.17,0.905429071804,1.14,1.3734939759,,,,,-17.98,6.01337792642,,,-1.04,5.2,2.45,2.45,1.23737373737,1.23737373737,1.3,0.78313253012,,,,,,,-0.07,-0.5,-2.0,-0.333333333333,0.1,-0.0649350649351,-1.65,-0.390070921986,44.7,44.7,0.967532467532,0.967532467532,15.97,0.731897341888,-2.48,-6.0487804878,,,,,1.13936959209,0.517665341195,1.47090909091,,,-21.0,5.25,-6.58,1.31075697211,-17.17,6.26642335766,67.43,1.14114063293,-38.42,,,,8.0,0.666666666667,,,-14.0,-4.66666666667,-11.4,-11.4,-5.7,-5.6157635468,17.38,2.01,0.441758241758,0.18,0.0491803278689,4.49,0.976086956522,3.18,6.11538461538,1.87486515642,18.37,1.57682403433,,,1.14,0.808510638298,0.24,4.8,70.55,1.1032056294,-14.12,5.648,-30.81,6.17434869739,-11.08,-6.02173913043,100.0,,,121.0,0.834482758621,1.0,38.48,1.10384394722,20.0,1.0,0.95,,,,100.0,1.0,16.42,1.06347150259,12.65,1.64285714286,59.21,100.0,1.0,1.19447246318,40.79,0.808843942098,,,5.0,0.416666666667,,
FLO,5.92,0.97528830313,9.79,0.965483234714,4.56,0.970212765957,1.53,1.53,0.916167664671,0.916167664671,,,5.53,1.14492753623,52.03,0.984670704012,2.23,0.838345864662,,,-84.0,0.848484848485,0.31,0.911764705882,23.98,1.04716157205,1.46,0.979865771812,27.69,1.04965883245,23.85,0.960918614021,0.65,0.78313253012,,,0.48,1.17073170732,7.15,0.827546296296,,,0.82,0.752293577982,2.15,2.15,0.922746781116,0.922746781116,4.48,0.951167728238,34.38,2.37267080745,,,,,0.86,1.10256410256,230.0,1.34502923977,1.31,1.77027027027,6.14,1.33769063181,47.97,48.0,1.01694915254,1.01717557252,38.52,1.0272,10.48,0.861842105263,6.11,13.18,0.952312138728,1.02861952862,1.18531198677,0.905142060603,17.9333041818,,,176.0,0.761904761905,-0.2,0.588235294118,4.69,0.761363636364,33.52,0.968226458694,16.08,0.650485436893,,,314.0,1.16296296296,,,275.0,0.820895522388,7.35,7.3,0.811111111111,0.818485523385,3.71,2.9,0.953947368421,8.84,1.05112960761,10.02,0.22809014341,1.97,1.17964071856,2.02732240437,27.56,0.97350759449,53.4,1.45901639344,0.77,0.9625,,,15.31,1.04149659864,7.15,0.696881091618,15.98,0.669459572685,9.22,0.67152221413,100.0,,,3.749,1.00428609697,1.0,36.91,1.01540577717,213.0,1.00471698113,0.65,1.0,34.44,1.21353065539,100.0,1.0,19.12,0.982528263104,13.1,1.00076394194,53.38,100.0,1.0,0.936162749912,46.62,1.08469055375,,,145.0,0.90625,,
FLR,17.35,0.879817444219,17.96,1.173089484,15.99,0.766538830297,2.61,2.61,0.790909090909,0.790909090909,,,23.94,1.01785714286,93.5,0.984106936112,1.51,1.4380952381,,,-325.0,1.12847222222,25.61,0.863161442535,25.67,1.47443997702,1.73,0.982954545455,30.17,1.16621569385,23.27,1.38594401429,0.32,2.46153846154,,,0.84,1.3125,5.6,1.29930394432,,,3.2,0.788177339901,2.63,2.63,1.18468468468,1.18468468468,22.12,0.775596072931,-36.48,-1.07515473033,,,,,1.01,0.285310734463,318.0,0.636,0.62,0.826666666667,1.48,0.808743169399,6.5,6.5,1.3,1.30260521042,1.38,1.00729927007,41.6,0.928571428571,19.37,12.1,0.857547838412,0.926351028216,0.798766437359,0.779676266545,57.9480097727,,,511.0,0.76497005988,-0.05,1.0,2.37,0.97131147541,11.96,1.02925989673,-18.55,-0.72602739726,,,643.0,0.814955640051,,,1.216,1.0218487395,5.65,5.6,1.27272727273,1.29885057471,,7.33,1.17467948718,16.39,1.10073875084,9.29,1.16562107905,6.95,,,27.77,1.0998019802,19.3,0.914691943128,1.07,0.972727272727,,,15.68,0.721251149954,6.19,0.769900497512,14.88,0.791068580542,12.34,0.74471937236,100.0,,,21.532,0.787218484937,1.0,0.85,1.328125,160.0,0.975609756098,0.35,0.972222222222,29.28,0.972434407174,100.0,1.0,70.27,0.97421322612,40.65,0.99315905204,62.04,100.0,1.0,1.13087860007,37.96,0.840939299956,,,2.427,0.934539853677,,
FLS,12.31,1.01316872428,21.79,0.949869224063,8.35,1.51818181818,0.98,0.98,0.970297029703,0.970297029703,,,14.25,1.08282674772,64.85,0.983618989838,2.72,0.967971530249,,,-133.0,0.956834532374,9.06,1.25484764543,131.75,0.979408266429,1.9,1.03825136612,118.63,0.988830540969,83.72,1.00612907103,0.57,0.95,,,0.64,1.14285714286,15.03,1.07433881344,,,3.76,1.10263929619,2.57,2.57,0.955390334572,0.955390334572,6.92,0.957123098202,25.72,-2.98030127462,,,,,2.72,1.1012145749,438.0,1.25501432665,0.84,1.16666666667,8.99,1.27698863636,35.15,35.2,1.03225806452,1.03169944232,24.43,0.970214455917,13.15,0.957059679767,20.04,3.08,1.01315789474,0.951566951567,0.730719513361,0.80737836143,57.0622615,,,519.0,1.06790123457,-1.16,0.852941176471,10.64,1.08571428571,13.97,0.982419127989,17.06,-3.00352112676,,,571.0,1.17008196721,,,790.0,1.03947368421,16.19,16.2,1.05882352941,1.055410691,-0.25,5.35,1.00753295669,5.36,1.31695331695,9.32,0.976939203354,6.82,0.614414414414,0.316455696203,70.61,1.02840081561,17.2,1.06832298137,1.04,1.07216494845,,,4.36,0.993166287016,10.37,1.05172413793,27.29,1.05693261038,18.22,1.0259009009,100.0,,,4.878,0.984460141271,1.0,19.21,0.984623270118,138.0,0.971830985915,1.07,0.743055555556,28.41,0.961746784022,100.0,1.0,56.24,0.994869980541,29.63,0.957969608794,61.12,100.0,1.0,0.972164784476,38.88,1.04713169943,,,1.322,1.02560124127,,
FLWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78372711231,0.962817338964,5.66714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
