•ÈÀ•ÈÀSpotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
spotify:track:3fLOJS9AjryW7s8bgTD1Ln,Deeper Love,"Botnek, I See MONSTAS",Deeper Love,1,1,253323,spotify:user:plopous,2015-12-08T13:25:37Z
spotify:track:1yUFYXAgcUBsnK3HQvRzMe,Age of Innocence,"Elephante, Trouze, Damon Sharpe",Age of Innocence,1,1,210050,spotify:user:plopous,2015-12-08T13:29:21Z
spotify:track:33asGiyKPkqg7HIHkzQ4Ll,You Dancing,"WildOnes, David Julien",You Dancing,1,1,204374,spotify:user:plopous,2015-12-08T22:54:42Z
spotify:track:5KK05UNvYyH2QMyBlHGKtW,Roses - Zaxx Remix,"The Chainsmokers, ROZES",Roses (Remixes),1,2,190266,spotify:user:plopous,2015-12-09T20:03:49Z
spotify:track:3zDNawOBsMoGKjbiq3MIHb,We Are One - Radio Edit,"Disco Fries, Kaaze, Danyka Nadeau",We Are One,1,2,191250,spotify:user:plopous,2015-12-14T14:51:26Z
spotify:track:76j0CF5SqH5euT4dGzrupj,Steal Your Heart - Breathe Carolina Radio Mix,"BRKLYN, Lenachka, Breathe Carolina",Steal Your Heart (Remixes),1,1,213608,spotify:user:plopous,2015-12-15T14:58:32Z
spotify:track:6pkHa4opSc4Qk9QzeaeiSW,Heart's Beating Faster,"Ferry Corsten, Ethan Thompson",Hello World EP3,1,6,340312,spotify:user:plopous,2015-12-15T15:19:43Z
spotify:track:1mMRWJWDtml58v4PgLMI9O,What I Need This Time - Ronski Speed Remix,"Moiez, Alina Renae, Mike Shiver, Rapha, Ronski Speed",A State Of Trance 2015,1,11,247968,spotify:user:plopous,2015-12-18T14:36:13Z
spotify:track:0cfrZ37odJuW5wWaMytlHB,If It Ain't Dutch,"Armin van Buuren, W&W",If It Ain‰Ûªt Dutch,1,1,173500,spotify:user:plopous,2015-12-21T16:54:10Z
spotify:track:7gKHPnLpX2X8XYB7HtTdg0,Harmony - Original Mix,"Nicky Romero, Stadiumx",Harmony,1,1,335714,spotify:user:plopous,2015-12-21T16:54:54Z
spotify:track:0bRNgCxLB4g8caFTtivdHC,Apocalypse,Jordy Dazz,Apocalypse,1,1,317343,spotify:user:plopous,2015-12-22T14:32:41Z
spotify:track:4GX3mp8iHA6rtsUhnmjBXg,I'll House You - VIP Mix,"Don Diablo, Jungle Brothers",I'll House You (VIP Mix),1,1,230952,spotify:user:plopous,2015-12-26T00:56:11Z
spotify:track:3EHC0gnBrhF1HeSitN2wmD,Get Down,"Tiesto, Tony Junior",Get Down,1,1,211874,spotify:user:plopous,2015-12-30T20:54:30Z
spotify:track:1xf4hOzWEss0OQHFpVLq8H,Stars & Moon - Radio Mix,"Breathe Carolina, Shanahan, HALIENE",Stars & Moon,1,1,201562,spotify:user:plopous,2016-01-01T18:36:46Z
spotify:track:6p8IL4pN6Nov1gWDxCQkdu,Be The 1,"Faruk Sabanci, Zane Fischer",Be The 1,1,1,184687,spotify:user:plopous,2016-01-04T01:36:48Z
spotify:track:0MyfJah9XRKoF68chrxVmZ,Bouncybob (feat. Justin Mylo & Mesto),"Martin Garrix, Justin Mylo, Mesto",Bouncybob (feat. Justin Mylo & Mesto),1,1,251259,spotify:user:plopous,2016-01-03T21:16:34Z
spotify:track:5bPL5tW4KxYQLTJdg0vPKW,N2U,"Showtek, Eva Shaw, Martha Wash",N2U,1,1,192145,spotify:user:plopous,2016-01-05T15:10:22Z
spotify:track:6vX1EQAHBPePpYWvLTWFgd,Blackout,Hardwell,Blackout,1,1,236250,spotify:user:plopous,2016-01-07T23:38:32Z
spotify:track:7lHnrDBVrr3r904hl5oMb5,Talking Body - KREAM Remix,"Tove Lo, KREAM",Talking Body (The Remixes),1,2,219520,spotify:user:plopous,2016-01-08T02:00:21Z
spotify:track:21P0LHC8h8etTHZeAISGiM,Make A Move - Habstrakt Remix,"Torro Torro, Habstrakt",Make A Move (Remixes),1,2,308571,spotify:user:plopous,2016-01-09T12:58:07Z
spotify:track:6uGhCbbX3Wh8Ur57uDjSze,Once More,"Luke Bond, Cartel",Once More,1,1,234843,spotify:user:plopous,2016-01-09T13:00:46Z
spotify:track:0JE7iwRrP4pnOL8L6bwzHm,Yesterday,"Borgeous, Zaeden",Yesterday,1,1,210110,spotify:user:plopous,2016-01-11T16:56:35Z
spotify:track:5wezJDFwh4DjqCOkEgWwjs,Booty Bounce,"Tujamo, Taio Cruz",Booty Bounce,1,1,195000,spotify:user:plopous,2016-01-12T14:19:31Z
spotify:track:3EKLhpwGpP6G372HKLRMau,At The End Of The Night,"Swanky Tunes, Arston, C. Todd Nielsen",At The End Of The Night,1,1,190325,spotify:user:plopous,2016-01-12T14:20:16Z
spotify:track:60WVD3ER4geu3FNUzg5qWp,Keep On Believing - Radio Edit,Fedde Le Grand,Keep On Believing,1,1,201851,spotify:user:plopous,2016-01-15T16:15:27Z
spotify:track:2dE5PeX0GBLTRyrDVnFnS3,New York City - Dash Berlin Remix,"The Chainsmokers, Dash Berlin",New York City (Dash Berlin Remix),1,1,192146,spotify:user:plopous,2016-01-15T19:49:44Z
spotify:track:72yNyU4kp00EpcJQ9S66tI,Bestfriend - Radio Edit,Flatdisk,Bestfriend,1,1,149640,spotify:user:plopous,2016-01-18T14:45:41Z
spotify:track:0gHYZm6N8Zr3M9ENVx27R9,New York City,"John DahlbÌ_ck, Luke McMaster",New York City,1,1,250096,spotify:user:plopous,2016-01-19T20:08:42Z
spotify:track:63ZvFGbmhZjBYG8EX9dOjB,Little Something - Super8 & Tab Remix,"Above & Beyond, Justine Suissa",Anjunabeats Volume 12 Sampler Pt. 2,1,2,374769,spotify:user:plopous,2016-01-20T18:13:56Z
spotify:track:7r3iBF3mxfCWuWYqtL3ld6,Breathe,"Eric Prydz, Rob Swire",Breathe,1,1,189653,spotify:user:plopous,2016-01-25T13:32:14Z
spotify:track:1v07K6OsaUuhyqf9Z2KBOk,Waiting,"Oliver Heldens, Throttle",Waiting,1,1,203050,spotify:user:plopous,2016-01-25T13:33:13Z
spotify:track:4dDA10HU2pm3KVV0CSHVxJ,Warriors - Extended Mix,"Lush & Simon, KiFi, BullySongs",Warriors,1,2,259500,spotify:user:plopous,2016-01-25T13:36:22Z
spotify:track:6V3Jsn4vcB3LY5YqtOKv45,So Ready - Original Mix,"Noah Neiman, Linney",Mind After Midnight EP,1,3,230769,spotify:user:plopous,2016-01-25T21:51:17Z
spotify:track:2uJVQFmAXCAcsVRiMl8gTO,Get There,Paris Blohm,Get There,1,1,213950,spotify:user:plopous,2016-01-27T16:38:57Z
spotify:track:6rkPzP5PJFgtOVKyVLgs5w,OK - Extended Mix,NOMNOM,Generation HEX 001 E.P.,1,2,187638,spotify:user:plopous,2016-01-27T16:39:12Z
spotify:track:7bnqNC0CBeaD09RGUG3FBm,Milky Way,Madison Mars,Milky Way,1,1,192000,spotify:user:plopous,2016-01-29T11:38:29Z
spotify:track:4ZfrNsBOo1cdl9rJMTZ2TN,Aftershock (feat. Jacquie),"Cash Cash, Jacquie",Aftershock (feat. Jacquie),1,1,206320,spotify:user:plopous,2016-02-01T16:57:01Z
spotify:track:5c15l7lwMLjHapHUvuSPLb,Last Dragon,Eric Prydz,Last Dragon,1,1,405946,spotify:user:plopous,2016-02-06T21:25:55Z
spotify:track:0VPTpC1ZLQRoz1n06mksVZ,No!,CID,No!,1,1,191904,spotify:user:plopous,2016-02-08T16:25:41Z
spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,1,1,208373,spotify:user:plopous,2016-02-08T16:26:16Z
spotify:track:0glRdbmOO7z3sl4SEkW2Cz,A.I.,Above & Beyond,A.I.,1,1,231562,spotify:user:plopous,2016-02-08T16:26:21Z
spotify:track:2qJLp4SATqV1OP5IDN7SMl,Blackout,"Tritonal, Steph Jones",Blackout,1,1,211690,spotify:user:plopous,2016-02-08T16:27:04Z
spotify:track:3AmcnTFqGgRoztW44tSb8r,Fall For You,"Suspect 44, Soar",Fall For You,1,1,202004,spotify:user:plopous,2016-02-11T14:01:50Z
spotify:track:6EZjNKzmmZnyX1jCpPVsZe,Round We Go (Radio Edit),"Myon & Shane 54, Haley",Round We Go,1,1,251250,spotify:user:plopous,2016-02-12T14:53:13Z
spotify:track:61COyp1nTmJyAbwn7HNvKJ,Coming Over (feat. James Hersey) - Tommy Trash Remix,"Dillon Francis, Kygo, James Hersey, Tommy Trash",Coming Over (Remixes),1,2,226280,spotify:user:plopous,2016-02-12T15:17:27Z
spotify:track:6C5k3fZmSi2ew9sZtWB8Ax,Angel,"DVBBS, Dante Leon",Angel,1,1,209651,spotify:user:plopous,2016-02-15T18:52:18Z
spotify:track:7ecu6UFfl7ObV3dw3iTIkS,Fire Escape (Radio Edit),"Bassanova, Austin Massirman",Fire Escape (Radio Edit),1,1,172474,spotify:user:plopous,2016-02-17T17:48:46Z
spotify:track:4CebjQK2ZlgiZ93t0NXD1B,Fade,Malaa,Fade,1,1,284931,spotify:user:plopous,2016-02-19T17:16:57Z
spotify:track:6k1o586DY3xkgIWNUheVI5,Reckless,"Gareth Emery, Wayward Daughter",Reckless,1,1,202353,spotify:user:plopous,2016-02-22T15:29:57Z
spotify:track:3JKq96g10P6V6Jk8fmC3s4,Sayonara - Young Bombs Remix,Rebecca & Fiona,Sayonara (The Remixes),1,4,240000,spotify:user:plopous,2016-02-23T16:51:03Z
spotify:track:1ToVEMXEqUKg8dTURvVZy8,This Is Love,"Tritonal, Chris Ramos, Shanahan",This Is Love,1,1,218906,spotify:user:plopous,2016-02-26T17:44:34Z
spotify:track:0A1DB3i51teKPIzaTDPG3x,Feeling Like Yeah - Alexander Popov Remix,"LTN, Christina Novelli",Feeling Like Yeah (Remixes),1,2,333750,spotify:user:plopous,2016-02-26T19:40:23Z
spotify:track:1yHaZ13Wv3yvqf1aACOTrC,Galaxies,"Kill The Buzz, Katt Niall",Galaxies,1,1,192500,spotify:user:plopous,2016-02-29T15:16:28Z
spotify:track:1XnihEe69BExqJwlKxQBU6,Atmosphere,"Husman, Kelly Sweet",Atmosphere,1,1,193125,spotify:user:plopous,2016-02-29T15:30:13Z
spotify:track:3gz9yz2nmD3vpxWRYqZJ2B,Platinum Hearts - Suspect 44 Radio Edit,"Breathe Carolina, Karra, Suspect 44",Platinum Hearts (Remixes),1,1,213000,spotify:user:plopous,2016-02-29T17:15:09Z
spotify:track:74utpX52vJYtwgmnTCC1Mh,Barricade - Radio Edit,Axwell,Barricade,1,1,296250,spotify:user:plopous,2016-03-05T23:58:55Z
spotify:track:1yU7QdZ2h9QVECTRpZCgHW,Ratchet,Autoerotique,Kids Don't Care,1,2,213333,spotify:user:plopous,2016-03-07T15:27:20Z
spotify:track:7C7yp9yi5sJWFZJsdUVGCd,Tonight,Don Diablo,Tonight,1,1,172451,spotify:user:plopous,2016-03-07T15:34:41Z
spotify:track:2gFGHGZ95D4NYy9yqme4rW,Moonbow,Super8 & Tab,Moonbow,1,1,187000,spotify:user:plopous,2016-03-07T15:35:01Z
spotify:track:1BMwsK4pa9KhiFmOp1oCjf,Nobody Does It Better,Michael Calfan,Nobody Does It Better,1,1,148292,spotify:user:plopous,2016-03-10T17:53:27Z
spotify:track:4aaIlml3mp3QajuoQqWP3R,Gdbye,"MOONZz, BLU J",Gdbye,1,1,262856,spotify:user:plopous,2016-03-10T19:45:36Z
spotify:track:1e64FgGi3ADV9YHlPpYhUY,FLAGS!,"Sebastian Ingrosso, LIOHN, Salvatore Ganacci",FLAGS!,1,1,185280,spotify:user:plopous,2016-03-11T14:51:18Z
spotify:track:4AkjmCWP2QODrZ6i7nvxxq,Born Ready - Halogen Radio Edit,"Disco Fries, Hope Murphy",Born Ready (Halogen Radio Edit),1,1,167626,spotify:user:plopous,2016-03-12T17:13:26Z
spotify:track:64BbRFQBFPpSKhmCZ5w7K1,How Many,W&W,How Many,1,1,168250,spotify:user:plopous,2016-03-12T17:15:15Z
spotify:track:6Khx8Q4wfhmCOLIIbSrKGX,Feel (The Power Of Now),"Steve Aoki, Headhunterz",Feel (The Power Of Now),1,1,262968,spotify:user:plopous,2016-03-15T14:05:15Z
spotify:track:7wZorJD5loL9ceLJ67sg6S,Now That I've Found You (feat. John & Michel),"Martin Garrix, John & Michel",Now That I've Found You (feat. John & Michel),1,1,192631,spotify:user:plopous,2016-03-21T14:02:33Z
spotify:track:1V3BpCUSyBt9PDZ309652A,Want U 2,Marshmello,Joytime,1,8,182535,spotify:user:plopous,2016-03-22T17:26:51Z
spotify:track:4GCIL6eW6MffcDcwUdCZjY,Ghost,"Oliver Heldens, RUMORS",Ghost,1,1,216549,spotify:user:plopous,2016-03-25T19:08:29Z
spotify:track:4oH09sJIxIl1LF304SA90X,1000 Suns - Radio Edit,Arno Cost,Coming Alive EP,1,1,190317,spotify:user:plopous,2016-03-25T20:43:27Z
spotify:track:2vznSSwVVxEioFa4JBgiED,Miami Waves - 2016 Club Mix,Juventa,Miami Waves (2016 Club Mix),1,1,229047,spotify:user:plopous,2016-03-27T16:30:52Z
spotify:track:6dBk5NeSs3Yfd8Hn7grCDN,Don't You Run ft. Raja Kumari,"Vicetone, Raja Kumari",Don't You Run ft. Raja Kumari,1,1,195343,spotify:user:plopous,2016-03-27T16:30:59Z
spotify:track:1aD91va3FbtvBvQ2Lm08wR,Bulletproof - DubVision Remix,"NERVO, Harrison Miya, Dub Vision",Bulletproof (Remixes),1,6,285714,spotify:user:plopous,2016-03-27T16:32:48Z
spotify:track:2a94cBw8Xcn9zIPeCbzs7L,Us - Delta Heavy Remix,"Kaskade, CID, Delta Heavy",Us (Remixes Pt. 2),1,2,266986,spotify:user:plopous,2016-03-27T16:39:44Z
spotify:track:4vfdACbOXF6IXIPrH2u5dI,Creation,"Seven Lions, VÌ¦k",Creation,1,3,311272,spotify:user:plopous,2016-03-29T14:20:45Z
spotify:track:3NDSNfHYois9d8CpBEkK1I,Flaming June - Ashley Wallbridge Remix,"BT, Ashley Wallbridge",Flaming June (Ashley Wallbridge Remix),1,1,180461,spotify:user:plopous,2016-03-29T14:29:27Z
spotify:track:2s1k96MZUto0noeEqSTTHf,Heartbeat Song - Didrick Remix,Kelly Clarkson,Heartbeat Song (The Remixes),1,4,195750,spotify:user:plopous,2016-03-31T15:53:33Z
spotify:track:7sG2bWi2eDtvX9vX8yC1Gn,Inside Out,"The Chainsmokers, Charlee",Inside Out,1,1,233773,spotify:user:plopous,2016-04-01T17:08:35Z
spotify:track:4aqc3bL30ToIJBGlsoldFg,Patriots - Original Mix,Arty,Patriots,1,1,287268,spotify:user:plopous,2016-04-01T17:09:02Z
spotify:track:0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,No Money,1,1,189126,spotify:user:plopous,2016-04-01T17:09:07Z
spotify:track:1Kr1r7hnEBsBeP7U8rB0l0,Can't Get Enough feat. Mariah McManus,"BRKLYN, Mariah McManus",Can't Get Enough,1,1,208125,spotify:user:plopous,2016-04-01T17:09:31Z
spotify:track:6xfVp6GnIaydmWcfzdIl4m,Breathin,"Going Deeper, Joshua Khane",Breathin,1,1,147000,spotify:user:plopous,2016-04-01T17:23:09Z
spotify:track:4T9mv3KybWhXNcXHgeDLqq,Black & White,Suspect 44,Black & White,1,1,170000,spotify:user:plopous,2016-04-02T05:45:59Z
spotify:track:2sRrDdpI3A43nRhstSFvrx,Paradise - Radio Edit,"Benny Benassi, Chris Brown",Paradise (Radio Edit),1,1,233168,spotify:user:plopous,2016-04-02T05:56:57Z
spotify:track:5C3LuMxFHg6Tf2kg5fsi49,Tell Me,Kaaze,Tell Me,1,1,173906,spotify:user:plopous,2016-04-05T19:10:14Z
spotify:track:6z9TiMU1v1HCIepcbhvObg,On The Floor Like,"Bassjackers, Joe Ghost, MOTi",On The Floor Like,1,1,183764,spotify:user:plopous,2016-04-06T10:43:00Z
spotify:track:7oqctG3NMwZ3HogDcOoifS,Give It,Swanky Tunes,Give It,1,1,234000,spotify:user:plopous,2016-04-06T13:47:15Z
spotify:track:1tvJeJdiAudDVUemYryJAA,Anything,"Rodrigo Deem, Las Salinas, Emily Harder",Anything,1,1,189583,spotify:user:plopous,2016-04-06T15:04:04Z
spotify:track:2ig0x2zNvcOugS1Z0YCnHb,Is It Love,"3LAU, Yeah Boy",Is It Love,1,1,228960,spotify:user:plopous,2016-04-09T15:54:35Z
spotify:track:5v8umLXzP5j4BDqDxqEyTp,In the Morning,"Kaskade, ZHU",In the Morning,1,1,211097,spotify:user:plopous,2016-04-12T17:23:02Z
spotify:track:08qGLfKTCJirdZBeqzZTRC,Freefall,"Armin van Buuren, BullySongs",Embrace,1,11,199026,spotify:user:plopous,2016-04-16T15:43:04Z
spotify:track:2M9I0y7bvFjfB3FYRM0RZE,Blackout - Alex Klingle Radio Mix,"Tritonal, Steph Jones, Alex Klingle",Blackout (Remixes),1,6,221076,spotify:user:plopous,2016-04-16T15:46:55Z
spotify:track:7JGqyqdzijtJeqVRhADFZd,Bring Back the Summer (feat. OLY),"Rain Man, OLY",Bring Back the Summer (feat. OLY),1,1,200204,spotify:user:plopous,2016-04-16T15:54:30Z
spotify:track:1mwa5lOa8YAE262zVApbC3,Heartbit (feat. Tia),"Pegboard Nerds, Tia",Heartbit (feat. Tia),1,1,167812,spotify:user:plopous,2016-04-19T03:13:59Z
spotify:track:7AMvTR6ghBYYTCp7upwPU5,Downhearted (Ryos Remix) [feat. Jonny Rose],"Ryos, Pegboard Nerds, Jonny Rose",Pink Cloud (The Remixes),1,18,286928,spotify:user:plopous,2016-04-19T03:44:23Z
spotify:track:4j0Z6u9V8SSpBTzgN6BYHh,Otherside,"HIIO, Danyka Nadeau",Revealed Recordings presents Miami Sampler 2016,1,10,215433,spotify:user:plopous,2016-04-21T14:43:22Z
spotify:track:0byzgL5m8IwDIhITiDCU2O,Blackout - FTampa Radio Mix,"Tritonal, Steph Jones, FTampa",Blackout (Remixes),1,1,204923,spotify:user:plopous,2016-04-21T14:43:39Z
spotify:track:44vrKi07XK5vWImgy8NrFJ,Lights Out,Mat Zo,Self Assemble,1,8,291579,spotify:user:plopous,2016-04-21T23:29:36Z
spotify:track:217xrcrbBtgJhvlHicxTSH,Say It (feat. Tove Lo),"Flume, Tove Lo",Say It,1,1,262521,spotify:user:plopous,2016-04-25T15:03:31Z
spotify:track:2X4mpuT1eIPwtfu5IxKkuF,Paradise,"Noah Neiman, We Are Rome, Corey Ferrugia",Paradise,1,1,242375,spotify:user:plopous,2016-04-26T01:08:30Z
spotify:track:6VHGIJjdbqCkRqm5ovsUFV,Confetti - Radio Edit,"Diego Moura, Linney",Confetti (Radio Edit),1,1,254999,spotify:user:plopous,2016-04-26T19:06:31Z
spotify:track:5klK9hNKFznWkqwXdQwXaj,Seven,"Genix, Sunny Lax",Black Water / Seven,1,2,205546,spotify:user:plopous,2016-04-29T15:23:38Z
spotify:track:0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,1,1,222160,spotify:user:plopous,2016-04-29T15:36:31Z
spotify:track:60o9plmDgMj5vFSQzHiAK9,Faith in Love (Fatum vs. Judah Radio Edit),"Judah, Holly Drummond, Fatum",Faith in Love,1,1,232500,spotify:user:plopous,2016-04-29T18:39:15Z
spotify:track:0CGYwS7yZoSdmClhnWhD4M,NY 2 LA - VIP Mix,"Lush & Simon, Paris & Simo",NY 2 LA (VIP Mix),1,1,140625,spotify:user:plopous,2016-04-30T22:49:45Z
spotify:track:090qfIyVzmZbFaIVIKd2ZQ,Ooh La La,HI-LO,Ooh La La,1,1,229143,spotify:user:plopous,2016-05-03T13:11:39Z
spotify:track:2eVduxuNWfn2Ou75wPlYYj,Overrunning - Original Mix,Kaaze,Overrunning,1,1,262500,spotify:user:plopous,2016-05-03T18:44:30Z
spotify:track:51RU65nvlmxtgApdjPhrpy,1994,"Marcus SchÌ¦ssow, Magnificence",1994,1,1,165853,spotify:user:plopous,2016-05-04T18:54:53Z
spotify:track:39PvlhbldosiMtpynYtjJi,Novell - Original Mix,Nicky Romero,Novell,1,1,335238,spotify:user:plopous,2016-05-05T16:02:58Z
spotify:track:2VYiQ9ijG3NER2aevaxzDi,How To Love (feat. Sofia Reyes),"Cash Cash, Sofia Reyes",How To Love (feat. Sofia Reyes),1,1,219240,spotify:user:plopous,2016-05-05T16:03:09Z
spotify:track:7I04GCxIwuB1EPFm9pA6XJ,True Colors,"Zedd, Kesha",True Colors,1,1,224866,spotify:user:plopous,2016-05-05T16:04:56Z
spotify:track:20UdW4qyeOmKa9YaOcv9WX,Need You,"Dillon Francis, NGHTMRE",Need You,1,1,197442,spotify:user:plopous,2016-05-06T14:05:31Z
spotify:track:2C6eMohkM2vHie6BbuVzV4,Safe - Breathe Carolina Edit,"Cuebrick, APEK, Linney, Breathe Carolina",Safe,1,1,206250,spotify:user:plopous,2016-05-06T15:12:20Z
spotify:track:6091uCm2ijbvZRRuyA8P7e,Together,CID,Together,1,1,189166,spotify:user:plopous,2016-05-06T15:19:33Z
spotify:track:07M8DjJNnMvXxJANJaWiwT,Mega,Super8 & Tab,Mega,1,1,183750,spotify:user:plopous,2016-05-06T16:15:46Z
spotify:track:0TCwV6q1vPWR29ICO0rS7D,Beautiful (Seven Lions Remix),"Ferry Corsten, Seven Lions",Beautiful,1,3,359959,spotify:user:plopous,2016-05-06T19:56:19Z
spotify:track:6TXyKyJ0N6lc0N3IYaifbV,Something About You,Paris Blohm,Something About You,1,1,220962,spotify:user:plopous,2016-05-09T17:47:39Z
spotify:track:4eYTA2riRj3oDF9LpdoWLN,Where I'll Be Waiting (feat. Cozi Zuehlsdorff),"Rich Edwards, Cozi Zuehlsdorff",Where I'll Be Waiting (feat. Cozi Zuehlsdorff),1,1,193433,spotify:user:plopous,2016-05-09T17:55:16Z
spotify:track:4VO1K5TsBbx8Zzu8052slF,Turn Me Up - ViP Mix,"MOTi, Nabiha",Turn Me Up (ViP Mix),1,1,251428,spotify:user:plopous,2016-05-09T18:29:52Z
spotify:track:5muDAy6toDAYV2lNwBn0P6,Fortress (feat. Joni Fatora) - Seven Lions Roots Mix,"Illenium, Joni Fatora, Seven Lions",A State Of Trance 2016,2,14,274854,spotify:user:plopous,2016-05-10T13:39:33Z
spotify:track:5qhkgdGcaBTqeHjsMDW7eo,Children - RMFB Edit,"Keanu Silva, RMFB",Children,1,2,194999,spotify:user:plopous,2016-05-10T18:24:46Z
spotify:track:5tyymOcWpbYH54XPj8HHKv,Headlights,Suspect 44,Headlights,1,1,200250,spotify:user:plopous,2016-05-12T14:42:19Z
spotify:track:4LsPaLYowjlZ70iyt26AGP,I Do Coke - Ephwurd Remix,"Kill The Noise, Feed Me, Ephwurd",ALT CLASSIC,1,4,231428,spotify:user:plopous,2016-05-13T20:05:49Z
spotify:track:0YIRoU6yuo9khmGQA8wKx2,Shake The Air,"Ilan Bluestone, Maor Levi, Jeza",Shake The Air EP,1,1,222000,spotify:user:plopous,2016-05-16T16:52:58Z
spotify:track:5yX5xzSuOzGmPlPNVXa5HG,4U,"Maor Levi, EL Waves",4U,1,1,420000,spotify:user:plopous,2016-05-16T16:58:10Z
spotify:track:78XHc4YZBHwdEI3W2iL86Q,Long Way Home,"Paris & Simo, Joey Dale, Brandon Lehti",Long Way Home,1,1,196765,spotify:user:plopous,2016-05-18T14:09:23Z
spotify:track:7kZcQzZym8GoyRUyjGE3rG,Come Alive,"Bobby Puma, Desiree Dawson",Come Alive,1,1,225818,spotify:user:plopous,2016-05-18T15:09:21Z
spotify:track:1qJhb6zftFI5PT39nL84vw,Is It Love - Arty Remix,"3LAU, Yeah Boy, Arty",Is It Love (Remixed),1,1,202509,spotify:user:plopous,2016-05-18T23:31:42Z
spotify:track:6iKgS4O5v398uMUEa7g4Qe,We Know - Boom Jinx Remix,"Boom Jinx, Soundprank, Katrine Stenbekk",We Know,1,2,244375,spotify:user:plopous,2016-05-19T18:11:43Z
spotify:track:5zSRdnqrUxTFxiIl5ybLLn,Leaving You (feat. Jojee),"Savoy, Sound Remedy, Jojee",Leaving You (feat. Jojee),1,1,210410,spotify:user:plopous,2016-05-20T23:55:08Z
spotify:track:7oTmNgJRmu8JZ5nMR1k88D,All I Ever Knew,"tyDi, Cameron Walker",All I Ever Knew,1,1,229607,spotify:user:plopous,2016-05-23T14:17:01Z
spotify:track:3x0S58XYhXuGhy5k7IW9u5,Bloodfire,Arty,Bloodfire,1,1,175441,spotify:user:plopous,2016-05-23T14:21:57Z
spotify:track:4LVN2wlgFgLFGUaBlorB0N,Felt This Good,"Kap Slap, M.BRONX",Felt This Good,1,1,219047,spotify:user:plopous,2016-05-23T14:22:40Z
spotify:track:4jvJPG5YNwenlOmyLWSqaq,Faded - Tiesto's Northern Lights Remix,"Alan Walker, Tiesto",Faded (Remixes),1,5,250226,spotify:user:plopous,2016-05-25T11:19:53Z
spotify:track:5deDWZeDHWfYk9xaq9ynh4,Back 2 U,"Steve Aoki, Boehm, WALK THE MOON",Back 2 U,1,1,275977,spotify:user:plopous,2016-05-26T13:22:39Z
spotify:track:2afzaFqJKZbbF7JIaTGIgp,Just Gotta Have It - Radio Edit,Flatdisk,Just Gotta Have It,1,1,143177,spotify:user:plopous,2016-05-26T13:49:01Z
spotify:track:6ofKVSjtTu0ZHEarXBsSej,Getaway,"Tritonal, Angel Taylor",Getaway,1,1,217498,spotify:user:plopous,2016-05-27T14:35:10Z
spotify:track:6F1kPSgdnlSzZRfskE9vaV,Lions in the Wild,"Martin Garrix, Third Party",Lions in the Wild,1,1,211889,spotify:user:plopous,2016-05-27T14:36:07Z
spotify:track:2uMbCJ8lxF7hqpQUaeo42D,Do It Right,"Martin Solveig, Tkay Maidza",Do It Right,1,1,213211,spotify:user:plopous,2016-05-27T14:39:10Z
spotify:track:6dj2rjZ9N6XldGzlvemKQl,Thinking About You,Axwell /\ Ingrosso,Thinking About You,1,1,204590,spotify:user:plopous,2016-05-27T14:51:55Z
spotify:track:6eGQvCG1CYbBlRdGVa8DzV,Lost - Ferry Corsten Remix,"Gareth Emery, Janet Devlin, Ferry Corsten",Lost,1,2,331136,spotify:user:plopous,2016-05-27T15:58:13Z
spotify:track:2LCpN3J6CA6fA4hJGrwVSi,Beauty Queen,BURNS,Beauty Queen,1,1,210005,spotify:user:plopous,2016-05-28T18:05:27Z
spotify:track:6NESwRKPjuHROCCpO6T9Te,Dynamic,"Maor Levi, Ilan Bluestone",Shake The Air EP,1,2,232500,spotify:user:plopous,2016-05-29T19:25:05Z
spotify:track:1RBz0DgMmcCBv10XyVIHeD,How To Love (feat. Sofia Reyes) - Fawks Flip,"Cash Cash, Sofia Reyes, Fawks",How To Love (feat. Sofia Reyes) [Remixes],1,4,247500,spotify:user:plopous,2016-05-31T19:17:18Z
spotify:track:2qFxaqBT4rHl3Nzs4mgUE7,Drifter,"Don Diablo, DYU",Drifter,1,1,179523,spotify:user:plopous,2016-06-01T17:04:07Z
spotify:track:1ozfQfAeAKJOIZSdT9kEyH,Here I Am Again - Alex Sonata Radio Edit,"LTN, Illuminor, Alex Sonata",People I'll Never Forget (Remixes),1,13,242585,spotify:user:plopous,2016-06-01T17:07:03Z
spotify:track:13HEIb4DeOsMN8x8SxhzN8,So Much Love,"Muzzaik, Stadiumx",So Much Love,1,1,185669,spotify:user:plopous,2016-06-01T17:07:19Z
spotify:track:1r8Jishtw4JYE8kZ0f1UeM,We All Fall Down (feat. Jamie Lidell),"A-Trak, Jamie Lidell",We All Fall Down,1,1,221034,spotify:user:plopous,2016-06-01T17:12:10Z
spotify:track:04xv54hUEufXk0GVTSQ5C9,U Are,"Paul Oakenfold, Amba Shepherd, BRKLYN",U Are,1,1,237660,spotify:user:plopous,2016-06-03T13:25:41Z
